date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply,WLUNA_close,log_return,close_lag1d,close_lag7d,abs_peg_deviation,intraday_range,volatility_3d,volatility_7d,volatility_30d,ma_7d,ma_30d,dist_from_ma_7d,ema_7d,rsi_14,bb_pctb,dist_from_lower_band
2020-12-25,0.99539844,1.00163829,0.99444913,0.99862475,0,0,1,1,10032425.38,213617676.15,0.983271605134179,1.016728394865821,163343755.4191431,163568703.49,0.53819007,0.0029088411504657116,0.99572413,0.99810532,0.00137525000000005,0.007199060507963605,0.0034136866524677803,0.002344836182104651,0.0014342726260894308,0.9977609671428571,0.9990511919999999,8.657212354340996e-4,0.9977875347721508,50.10486619230163,0.48360497024101345,0.0025529879094080784
2020-12-26,0.99835909,1.00171753,0.99184587,0.99787928,0,0,1,1,5776734.65,203184040.96,0.9829900330860982,1.0170099669139017,163215055.3801522,163561925.01,0.5404179,-7.467753868185646e-4,0.99862475,0.99922402,0.002120719999999965,0.00989263951847969,0.003065757484550419,0.0023119963546883566,0.0014296061740053257,0.9975688614285715,0.9989657863333332,3.1117508117085196e-4,0.9978104710791131,48.086646884251785,0.36061409454835414,0.001779759929256489
2020-12-27,0.99799007,1.0025147,0.99136586,0.99972133,0,1,1,1,17643295.84,216740364.08,0.9833523322219748,1.0166476677780254,163677411.26788816,163723036.01,0.55184387,0.001844263075304617,0.99787928,0.99740195,2.786700000000364e-4,0.011151947713269305,0.0018801745955265984,0.0022960277612843806,0.0014625295494090917,0.9979002014285715,0.9989726529999998,0.001824960621133635,0.9982881858093349,53.11241285388967,0.7463783229253673,0.0035929109445910884
2020-12-28,0.99920879,1.00140546,0.99446867,0.99824493,0,1,1,1,17354534.57,230373141.27,0.9836874175942724,1.0163125824057275,166360375.9619069,166652863.61,0.62001604,-0.0014779031040584804,0.99972133,0.99808528,0.0017550699999999697,0.006948985956783086,0.0017457002498721497,0.0023844170932615484,0.0014872011726131122,0.9979230085714287,0.9989366399999999,3.2259144824428165e-4,0.9982773718570013,49.01648193693501,0.45033380844159693,0.0021350793515724797
2020-12-29,0.99803641,1.00013787,0.92084635,0.99745679,1,1,1,1,16529542.27,246045730.45,0.9840414024653764,1.0159585975346237,172661991.09279665,173102226.02,0.64797052,-7.898375123643535e-4,0.99824493,0.99636901,0.002543210000000018,0.07949368914517095,0.001753506405640586,0.0022952157821861025,0.0014918729375400647,0.9980784057142857,0.9988638333333333,-6.228125072407466e-4,0.9980722263927511,46.93562045461974,0.3042147079519184,0.0014396096762669338
2020-12-30,0.99750524,0.99963868,0.79285628,0.85140012,0,0,0,0,1438686.18,244820492.92,0.9840148244283962,1.0159851755716038,154134019.57168913,181035937.66,0.66907328,-0.15832663519164572,0.99745679,0.99889763,0.14859988000000002,0.24287335078129896,0.09075593719309775,0.05978577910324187,0.028941106087010785,0.9770073328571429,0.99398689,-0.12856322427982134,0.9614041997945633,4.955014813900196,-0.5615725653917646,-0.07977482193872727
2020-12-31,0.8514484,1.00293851,0.84295969,0.99730425,0,0,0,0,6708078.04,242425907,0.983962365056742,1.016037634943258,181481833.026806,181972385.37,0.65252032,0.1581736945664395,0.85140012,0.99572413,0.0026957499999999968,0.16041124862347658,0.1582507008362514,0.09137934691783471,0.04158160596737794,0.9772330642857143,0.9938982599999999,0.020538791049764818,0.9703792123459225,51.56266735632687,0.5490588376656615,0.07796526881321734
2021-01-01,0.99730347,1.00605505,0.98953036,1.0017969,0,0,0,0,2823174.92,242902708.45,0.983972865524836,1.016027134475164,182344045.96913287,182016980.26,0.64944285,0.004494677583894226,0.99730425,0.99862475,0.0017968999999999902,0.01649505004457491,0.1582721700592834,0.09138907056241628,0.041590023511937406,0.9776862285714286,0.993962825,0.02466095023533399,0.9782336342594419,52.337704754426355,0.5822866349917338,0.08277028344332531
2021-01-02,1.00183174,1.0074757,0.98937719,0.99959466,0,0,0,0,5756221.01,244845622.65,0.9840153713265948,1.015984628673405,181961261.3516072,182035047.2,0.63142637,-0.0022007096790294424,1.0017969,0.99787928,4.053400000000318e-4,0.018105849024843797,0.09072120113146195,0.0913939040959986,0.04159208063762596,0.9779312828571429,0.9939561616666667,0.02215224885695946,0.9835738906945815,51.89932459556097,0.56507297349586,0.08035717711870777
2021-01-03,0.99964803,1.00775652,0.9929371,0.99892929,0,0,0,0,9128282.87,249302381.5,0.9841111966144916,1.0158888033855082,182900503.0921092,183096546.24,0.66189457,-6.65861446978247e-4,0.99959466,0.99972133,0.0010707100000000302,0.014835304308676371,0.0035074951362548696,0.09139150944031252,0.04159188834457512,0.9778181342857143,0.9938974053333334,0.02159006360595588,0.9874127405209361,51.758266119242194,0.5604024927226342,0.07966381140199635
