"date","open","high","low","close","depeg_1d","depeg_3d","depeg_5d","depeg_7d","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","WLUNA_close","log_return","close_lag1d","close_lag7d","abs_peg_deviation","intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","rsi_14","bb_pctb","dist_from_lower_band","value","value_classification","pct_open_1d","pct_high_1d","pct_low_1d","pct_close_1d","pct_open_3d","pct_high_3d","pct_low_3d","pct_close_3d","pct_open_7d","pct_high_7d","pct_low_7d","pct_close_7d","pct_open_30d","pct_high_30d","pct_low_30d","pct_close_30d","parkinson_daily","parkinson_7d","rvol","close_dai","close_pax","close_usdc","close_ust","token_address","token_name","shannon_entropy","entropy_7d_avg","log_diff_entropy","gini_coefficient","gini_7d_avg","log_diff_gini","pin_proxy","pin_7d_avg","log_diff_pin","n_big_players","big_players_vol_pct","big_player_7d_avg","gross_inflow","gross_outflow","net_swap_flow","net_flow_7d_avg","log_diff_net_flow"
2018-01-08,1.0051399469,1.0423599482,0.9976170063,1.0093200207,1,1,1,1,3815749888,73783199872,0.995,1.005,1481772433.8,1468089836.52,1,0.0077081021291438,1.0015699863,1.0072799921,0.00932002069999993,0.0443297873641397,0.00955430013083936,0.00845844532001867,0.0170478942911171,1.00562628678571,1.01376647551333,0.00367306817932536,1.00644498691856,50.1187083524598,0.475600499767393,0.0202889152252527,NA,NA,-0.00211465808121485,0.0262276396477072,-0.000592041045605399,0.00773788602494975,0.00338403246889809,0.0371637486920121,0.0118691784162736,0.0107006572031921,-0.00731820604053682,0.0265915050436894,-0.00390706688762011,0.00202528454451564,NA,NA,NA,NA,0.0263485183867922,0.0143766990961724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,1.0085799694,1.0142999887,1.0006599426,1.0059900284,0,1,1,1,2766180096,74899879936,0.995,1.005,1476883694.64,1468089836.52,1,-0.00330469778788085,1.0093200207,1.0048999786,0.00599002840000006,0.0135588283332132,0.00780580734772735,0.00851482611183601,0.0170560111466889,1.00578200818571,1.01337447563333,0.000206824354176931,1.00633124728892,48.7169907071587,0.387494680144654,0.01617850405085,NA,NA,0.00342243138441519,-0.0269196447431192,0.0030502049191059,-0.00329924328429589,0.0082976232779559,0.00218362109153432,0.00382502911663805,-0.00297329096732304,0.00282371464662565,0.00437679945467127,0.00746028704504653,0.00108473462355805,NA,NA,NA,NA,0.00813098813221173,0.0142101582274267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-10,1.0051499605,1.0138200521,0.9964460135,1.0012799501,0,1,1,1,3189860096,76547620096,0.995,1.005,1469968991.51,1468089836.52,1,-0.00469302783901608,1.0059900284,1.0134400129,0.00127995010000003,0.0173518291245769,0.00679457193685391,0.00779717389691473,0.0170723134679691,1.00404485635714,1.01279847224,-0.00275376766250686,1.00506842299169,46.7263533925391,0.287408604421656,0.0122511445419648,NA,NA,-0.00340082988366345,-0.000473170270478873,-0.00421114998273148,-0.00468203279061452,-0.00210471675444664,-0.00187055259487718,-0.00176513604780353,-0.000289581560916638,-0.00144055411074469,-0.00924475429354965,-0.00617768625330995,-0.0119987987894849,NA,NA,NA,NA,0.0103811465877929,0.0139975193159249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-11,0.9999759793,1.0235199928,0.9901980162,1.0017100573,1,1,1,1,3841110016,78147890176,0.995,1.005,1470600270.14,1468089836.52,1,0.000429465154615516,1.0012799501,1.0025299788,0.00171005729999995,0.0332650913876374,0.00264925674110693,0.00668989785744968,0.0132340894923953,1.00392772471429,1.01025947332,-0.00220899110532771,1.00422883156877,46.9395674047168,0.316878165323094,0.0135192298372872,NA,NA,-0.0051474719229221,0.00956771438867067,-0.00627028179685715,0.00042955738797822,-0.00513756081023978,-0.0180743278102097,-0.00743671173721853,-0.00753969330235042,-0.0130517812059717,0.00722308451446728,-0.00364649049632113,-0.000817852350890704,NA,NA,NA,NA,0.0198773742479128,0.0150622724421764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,1.0062500238,1.0190999508,0.9977110028,1.0060800314,0,1,1,1,2668219904,78617970176,0.995,1.005,1477015822.73,1468089836.52,1,0.00435302577205172,1.0017100573,0.9986339808,0.00608003140000001,0.0212596884268108,0.00453624933770206,0.00663988314129011,0.0100681422955709,1.00499144622857,1.00955680608333,0.00108317854397045,1.00469163152657,49.1656802081913,0.445030252568664,0.0113338487325854,NA,NA,0.00627419521056091,-0.00431847157954218,0.00758735775782702,0.00436251395117151,-0.0023101247999065,0.00473229040074435,-0.00294699495248886,8.94670895924257e-05,0.00449217013640189,0.0140197031637761,0.0119645177705832,0.00745623596148315,NA,NA,NA,NA,0.0127387784831487,0.0152017974550185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,1.0041300058,1.01256001,0.9965760112,1.0020200014,1,1,1,1,2759879936,79041670144,0.995,1.005,1471055377.99,1468089836.52,1,-0.00404365864834521,1.0060800314,1.0089900494,0.00202000140000002,0.0159517761897643,0.00420133855120498,0.00540773101039342,0.00950788290112135,1.00399572508571,1.00935113827,-0.00196786065552782,1.00402372399493,47.1849954412471,0.291201262674012,0.00616493036480802,NA,NA,-0.00210685013650387,-0.00641736936094058,-0.00113759555303571,-0.00403549406934387,-0.0010147288863173,-0.00124286563220953,0.00013046135790476,0.000739105282120228,0.00384890541949735,0.000464427387881655,-0.000271819754781365,-0.00690794523111964,NA,NA,NA,NA,0.00955592055432871,0.015240532228831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,1.0043599606,1.0403100252,1.0006400347,1.016119957,1,1,1,1,2960410112,79957580288,0.995,1.005,1491755444.68,1468089836.52,1,0.0139734461597171,1.0020200014,1.0015699863,0.0161199569999999,0.0390406567912729,0.00901547616930506,0.00699268526596904,0.00975038850991267,1.00607429232857,1.00935180187,0.0099850127848686,1.0070477822462,54.100646385563,0.920859652215492,0.0207677612812406,NA,NA,0.000229008991536689,0.0274057981017835,0.0040779864800342,0.014071531087503,0.00438408660882916,0.016404205602343,0.0105453841849455,0.0143853000127005,-0.00288901482434098,0.0242094427231395,0.00243641438771802,0.0145271632527152,NA,NA,NA,NA,0.0233491829830832,0.0171631334198583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,1.0153900385,1.0240000486,1.0017199516,1.0066200495,1,1,1,1,2557179904,80922030208,0.995,1.005,1477808591.24,1468089836.52,1,-0.00939317689751749,1.016119957,1.0093200207,0.00662004949999994,0.0221335716599991,0.0122422253169227,0.00764737376132593,0.00977618349856445,1.00568858215714,1.00932513872667,0.0009261985861062,1.00694084905965,49.4066034599237,0.491972144102618,0.0110271651425005,NA,NA,0.0109821959583203,-0.0156779961789413,0.00107922615780983,-0.00934919881708411,0.00908324420752181,0.00480826026549545,0.0040181463256886,0.00053675461508611,0.0101976760864126,-0.0176137807594247,0.00411274594768291,-0.0026750397739336,NA,NA,NA,NA,0.0132112053710178,0.0148434861504542,0.959092859734972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,1.0067700148,1.0464500189,0.9990010262,1.0341500044,1,1,1,1,5552929792,84543939968,0.995,1.005,1673348624.61,1618090823,1,0.0269816043152067,1.0066200495,1.0059900284,0.0341500044,0.045882118162857,0.0184315669435649,0.0126499109896184,0.010949086713461,1.00971143587143,1.01015547116667,0.024203517619348,1.01374313789474,60.1871089459003,1.28567461115055,0.0426076821178033,NA,NA,-0.00848937193901773,0.0219237980805696,-0.00271425700931398,0.0273489038030531,0.00262915059280271,0.0334696300123484,0.00243334675202548,0.0320652311881087,-0.00179455735282609,0.0316967667930331,-0.00165782233241965,0.0279923013201112,NA,NA,NA,NA,0.0278678263262947,0.0179396063973283,1.95051974884282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-17,1.0328700542,1.0698900223,0.997739017,1.0145299435,1,1,1,1,5588839936,87615549824,0.995,1.005,1641601682.66,1618090823,1,-0.0191544421448507,1.0341500044,1.0012799501,0.0145299434999999,0.0711176695791632,0.02431371968823,0.0152161310542294,0.0115209733682949,1.01160429207143,1.01020580133,0.00289209076266411,1.01393983929605,51.7275665508513,0.674538655530955,0.0226302002317652,NA,NA,0.0259245299485651,0.0223995441508422,-0.0012632711748059,-0.0189721615012548,0.0283863303182339,0.0284338287466886,-0.00289916213563222,-0.00156478916593111,0.0275780677404702,0.055305643327786,0.00129761520692767,0.0132330557489707,NA,NA,NA,NA,0.0419308248610652,0.0236136528695024,1.85320558005773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,1.0172599554,1.0398999453,1.0012700558,1.0231100321,0,0,1,1,4302300160,88843989888,0.995,1.005,1655484901.92,1618090823,1,0.00842164407248714,1.0145299435,1.0017100573,0.0231100320999999,0.0377573166990744,0.0232143900711102,0.0153881951443598,0.0116114107509277,1.01466143132857,1.01062013705667,0.00832652204032828,1.01623238749704,54.7245365650538,0.880568644888873,0.0315306354245141,NA,NA,-0.0151133230521343,-0.0280309904522045,0.00353904051043045,0.00845720587644739,0.00184157499000304,0.0155272421341562,-0.000449123329610517,0.0163815360206572,0.0172843912831776,0.0160035491394652,0.0111816418724916,0.021363442089901,NA,NA,NA,NA,0.0227343958066792,0.0239790830236708,1.37259432841275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,1.0233199596,1.0422199965,1.0024900436,1.0045399666,0,1,1,1,2876989952,87969189760,0.995,1.005,1625436955.34,1618090823,1,-0.0183173474081878,1.0231100321,1.0060800314,0.00453996659999988,0.0395503954257504,0.0156849977370512,0.0173246155156215,0.0119492211716951,1.01444142207143,1.01076546907667,-0.00976049997170911,1.01330928227278,47.8065883929781,0.375988268594841,0.0128816040572277,NA,NA,0.00595718347884559,0.00223103310129592,0.00121844031281363,-0.0181506044485595,0.0164386548632834,-0.00404225937560429,0.00349250632231229,-0.0286322464574948,0.0169639109528038,0.0226867302680671,0.00479000510828075,-0.00153075774484567,NA,NA,NA,NA,0.0233414727551754,0.0250927503239212,0.915444091871381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,1.0069899559,1.0134999752,0.9914429784,1.0011099577,0,1,1,1,2942779904,87805249664,0.995,1.005,1619886903.81,1618090823,1,-0.00342034988494831,1.0045399666,1.0020200014,0.00110995769999999,0.0220325416107886,0.013398551050387,0.0173032692068315,0.0118468912316512,1.01431141582857,1.01049546798333,-0.0130151922994848,1.01025945112958,46.6339505270892,0.294420485231872,0.0102411182543082,NA,NA,-0.0159578668888499,-0.0275565824839747,-0.0110196258511749,-0.00341450715157628,-0.0250564901119582,-0.0527063959142037,-0.0063103060948052,-0.0132277868050919,0.00284818707087774,0.000928305671483064,-0.00515066863170747,-0.000908209116313583,NA,NA,NA,NA,0.0132144517970212,0.0253287779593142,0.921486314743818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,1.0029200315,1.0266100168,0.9970690012,0.999861002,1,1,1,1,3302010112,86419309952,0.995,1.005,1617865908.38,1618090823,1,-0.00124834981351501,1.0011099577,1.016119957,0.000138997999999946,0.0295451223129113,0.00929147277888583,0.0161537808742508,0.0117279016773955,1.01198870797143,1.00989249945,-0.0119840329006626,1.00765983884719,46.1896697837342,0.27416123582534,0.00976410869887874,NA,NA,-0.00404167328199662,0.0129354138340388,0.00567458030625155,-0.00124757094901878,-0.0140966169206585,-0.0127800069228448,-0.00419572579412006,-0.0227238804923843,-0.00143367831901603,-0.0131691592584297,-0.00356874937656338,-0.016001019257611,NA,NA,NA,NA,0.0175348442917566,0.0246492983636578,1.00844751134514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,1.0039999485,1.0193099976,0.991509974,1.0050400496,1,1,1,1,3274899968,87340469888,0.995,1.005,1626246000.75,1618090823,1,0.00516639872641103,0.999861002,1.0066200495,0.00504004960000004,0.0276606127398249,0.00446465442588545,0.0160257359176827,0.010625182221148,1.0117629937,1.00855183602,-0.00664478157618157,1.00700489153539,48.3855766342104,0.42080120355153,0.0149823719157325,NA,NA,0.0010767727895362,-0.00711080067458788,-0.00557536859867228,0.0051797675773337,-0.0188797364096679,-0.0219819222207757,-0.0109527966587777,0.000497822900658447,-0.0112174529669666,-0.00458012771231043,-0.0101924470843294,-0.00156960901065373,NA,NA,NA,NA,0.0166068367410607,0.0249409773205616,0.990502369363232,NA,NA,NA,NA,"0xdac17f958d2ee523a2206206994597c13d831ec7","USDT",0.994031758404619,NA,NA,0.522718049748853,NA,NA,0,NA,NA,0,0,NA,5.5000593054366e-05,5.5000593054366e-05,0,NA,NA
2018-01-23,1.0039999485,1.0195300579,0.9844740033,1.0050499439,0,0,1,1,3126830080,87855710080,0.995,1.005,1626262181.66,1618090823,1,9.84463385434259e-06,1.0050400496,1.0341500044,0.00504994390000002,0.0348799129961326,0.00339907100561652,0.0107773530150218,0.00991806222033097,1.0076058422,1.00795249939667,-0.00253660528051275,1.00651615462654,48.3899097742981,0.432353978863821,0.0152550172679746,NA,NA,0,0.00021589143687213,-0.00709621777339776,9.8446823128267e-06,-0.00296925245627467,0.0059497610730676,-0.00702912346128724,0.0039356178306846,-0.00275143901713281,-0.0257250327428896,-0.0145415495269888,-0.0281391097772934,NA,NA,NA,NA,0.0210133848009374,0.023962211454625,0.936440497909284,NA,NA,NA,NA,"0xdac17f958d2ee523a2206206994597c13d831ec7","USDT",1.00173962160329,NA,0.696966264322257,0.845933312888869,NA,0.962420682793808,0.384615384615385,NA,8.25508889315461,1,0.49999395286967,NA,2.0004447299e-06,2.0004447299e-06,0,NA,0
2018-01-24,1.0008399487,1.0306999683,0.9922459722,0.9974840283,0,1,1,1,2620630016,88767960064,0.995,1.005,1614019706.49,1618090823,1,-0.00755637777477896,1.0050499439,1.0145299435,0.00251597169999995,0.038550989298081,0.00639930743056882,0.00877952475125806,0.00978598118615712,1.00517071145714,1.00749763449667,-0.00764714199242839,1.00425812304491,45.2608392337155,0.229736034127357,0.00831468872135266,NA,NA,-0.00314741032080843,0.0109559402525194,0.00789453949413392,-0.00752790012667546,-0.00207402657706319,0.00398393882104182,-0.00483720684746525,-0.00237730414052093,-0.0310107794971447,-0.0366299836274303,-0.00550549262523229,-0.0168017861958747,NA,NA,NA,NA,0.0228347776720624,0.01993756699004,0.791711029367548,NA,NA,NA,NA,"0xdac17f958d2ee523a2206206994597c13d831ec7","USDT",0.751983220734779,NA,0.559959955189347,0.782210172274922,NA,0.654698360522618,0,NA,0,1,0.852238967497417,NA,1.340515775e-06,1.340515775e-06,0,NA,0
2018-01-25,1.0055299997,1.012740016,0.9873579741,0.9995949864,0,1,1,1,2571930112,89485110144,0.995,1.005,1617435496.22,1618090823,1,0.00211404643547052,0.9974840283,1.0231100321,0.000405013600000004,0.0253923261374212,0.00508580526506552,0.00774386637692476,0.00971678541755068,1.00181141921429,1.00734846592333,-0.00221242518479605,1.00309233888368,46.3041273264385,0.286261654705694,0.010306113123783,NA,NA,0.00468611490387852,-0.0174250051929492,-0.00492619596042534,0.00211628260714874,0.00152395545665713,-0.00644551865033134,-0.00418755232814221,-0.00541775743381286,-0.011530932322395,-0.0261178293380568,-0.0138944349922504,-0.0229838873261108,NA,NA,NA,NA,0.0152435411755547,0.0188908853201462,0.783205839322009,NA,NA,NA,NA,"0xdac17f958d2ee523a2206206994597c13d831ec7","USDT",1.88910150451179,NA,1.25613587134346,0.423863718221977,NA,0.432957253059126,0,NA,0,1,0.443512827299369,NA,4.644738716e-06,4.644738716e-06,0,NA,0
