"date","open","high","low","close","next_close","depeg","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","log_return","close_lag1d","close_lag7d","abs_peg_deviation","Intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","bb_pctb","dist_from_lower_band"
2018-10-27,1.00719,1.01126,1.00479,1.00593,1.00667,0,26526700,511756090,0.987498014424704,1.0125019855753,96716552.4939,96146404.32,-0.0012120731906935,1.00715,1.00758,0.00592999999999999,0.00643185907568119,0.00160232797602761,0.00323354761611189,0.00561077186240457,1.00914,1.0084418,-0.00318092633331367,1.0088111260552,0.232070295271306,0.00480658418428862
2018-10-28,1.00515,1.01031,1.00325,1.00667,1.00889,0,20093500,517404390,0.98754367406406,1.01245632593594,96787700.8331,96146404.32,0.000735367219861932,1.00593,1.01077,0.00666999999999995,0.00701322181052387,0.0021498540513554,0.00292425071523543,0.00559896954019459,1.00855428571429,1.0086638,-0.00186830371054472,1.0082758445414,0.284975648597813,0.0054164481356447
2018-10-29,1.00639,1.0195,1.00248,1.00889,1.00436,0,24948600,529711590,0.987640900132612,1.01235909986739,107540393.359,106592783.51,0.00220286262649755,1.00667,1.00669,0.00889000000000006,0.0168700254735403,0.00171307975863624,0.00262931584879038,0.00560465455178364,1.00886857142857,1.0089961,2.12402011872305e-05,1.00842938340605,0.389912902753496,0.00720091851544544
2018-10-30,1.00862,1.0098,0.999712,1.00436,0.998539,0,27944200,533487590,0.987670128241834,1.01232987175817,112028557.747,111542233.61,-0.00450019386070409,1.00889,1.01146,0.00435999999999992,0.0100442072563622,0.00352362523705937,0.00234442126755048,0.00564457929912983,1.00785428571429,1.0090701,-0.00346705447783002,1.00741203755454,0.154913444615324,0.00291462437633022
2018-10-31,1.00576,1.00763,0.997302,0.998539,1.00631,0,40036600,563331590,0.987891826612537,1.01210817338746,108437569.399,108596228.49,-0.00581259103841015,1.00436,1.01124,0.00146100000000005,0.0103431112855882,0.00429924121361256,0.00291501029469377,0.0056854286399321,1.00603985714286,1.00910096666667,-0.00745582502482522,1.0051937781659,-0.0351106445756132,-0.00076545525437991
2018-11-01,0.998617,1.04012,0.99751,1.00631,0.9993,0,30620400,590280950,0.988078971009058,1.01192102899094,112559941.393,111854141.76,0.00775224360334218,0.998539,1.01074,0.00631000000000004,0.0423428168258289,0.00748163695346256,0.00467086673612044,0.00571504188565152,1.005407,1.0091543,0.000898143736814918,1.00547283362443,0.337945028949778,0.00739424451698543
2018-11-02,1.00605,1.0069,0.987664,0.9993,0.998166,0,44779500,632534120,0.988350551986763,1.01164944801324,132331435.336,132424132.23,-0.0069904204165836,1.00631,1.00715,0.000700000000000034,0.0192494746322425,0.00819286440860365,0.00518197053346177,0.00585804319939058,1.00428557142857,1.00897563333333,-0.00496429658098107,1.00392962521832,0.078639922857489,0.00187722060609137
2018-11-03,0.99984,1.00199,0.997469,0.998166,0.981596,1,41278200,670076670,0.988572308680644,1.01142769131936,132804918.948,133048930.69,-0.00113543872269305,0.9993,1.00593,0.001834,0.00452930674857678,0.00742313781551448,0.00518181919246672,0.00586049263690018,1.00317642857143,1.00877383333333,-0.00499456369660093,1.00248871891374,0.0787171551414848,0.00190096240022648
2018-11-04,0.997522,1.00683,0.981596,0.981596,0.995909,0,56330100,714490470,0.988814179312068,1.01118582068793,130600298.167,133048930.69,-0.0167397767362767,0.998166,1.00667,0.018404,0.0257071137209197,0.00788274618101993,0.00772954532404874,0.00659156024391008,0.999594428571429,1.0080717,-0.0180057311815463,0.997265539185306,-0.326711049018284,-0.0097925237537872
2018-11-05,0.976401,1.00508,0.97567,0.995909,0.996409,0,50824900,752701270,0.989006758118815,1.01099324188119,133417495.39,133965548.45,0.014476069539899,0.981596,1.00889,0.00409099999999996,0.0295308105459434,0.0156079232753378,0.0102478392454972,0.00714983311116075,0.99774,1.00782766666667,-0.00183514743319906,0.996926404388979,0.185917559576159,0.00550638494419262
