date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply,WLUNA_close
2022-09-23,0.9994926031,1.0019171024,0.9989544277,1.000124692,0,0,0,0,0.9995537072,0.9998684123,0.9993881995,0.9998684123,0.9993881995,1.0000851568,296511849.64,14062184106.05,0.995856992302915,1.004143007697085,6981670713.77,6980800263.58,2.5694434704e-4
2022-09-24,1.0001807541,1.0008210425,0.9986245033,0.9995537072,0,0,0,0,0.9998133641,0.9998684123,0.9993881995,1.0000851568,0.9993881995,1.0000851568,245662524.4,14009680053.179996,0.9958518231741474,1.0041481768258524,6928618160.63,6931711733.92,2.2599390037e-4
2022-09-25,0.9995138618,1.0004882721,0.998470164,0.9998270608,0,0,0,0,0.9993881995,0.9998684123,0.9993881995,1.0000851568,0.9993881995,1.0000851568,195805495.08,13643313390.139996,0.9958150200501804,1.0041849799498197,6928906124.28,6930104610.9,1.9419792186e-4
2022-09-26,0.9997544582,1.0007015242,0.998654564,0.9998684123,0,0,0,0,0.9993881995,1.0000851568,0.9993881995,1.0000851568,0.9993881995,1.0000851568,323786887.05,13509791903.229998,0.9958012780693036,1.0041987219306965,6920883714.81,6921794538.08,3.0915583957e-4
2022-09-27,1.0002696101,1.0015225179,0.9974336226,0.9998133641,0,0,0,0,0.9993881995,1.0000851568,0.9993881995,1.0000851568,0.9993881995,1.0000851568,349742475.93,13524433285.039995,0.9958027937776274,1.0041972062223723,6908077130.61,6909366666.8,2.7832963938e-4
2022-09-28,0.999639224,1.0009994656,0.9981686558,0.9993881995,0,0,0,0,0.9994682102,1.0000851568,0.9994682102,1.0000851568,0.9994682102,1.0000851568,407290082.52,13303587955.419998,0.9957796959733448,1.0042203040266553,6859332750.72,6863531863.19,2.7551026125e-4
2022-09-29,0.9994694118,1.0010777605,0.9984231833,1.0000851568,0,0,0,0,0.9994682102,0.9998180834,0.9994682102,1.000059699,0.9994682102,1.000059699,424383310.9,13079157049.059998,0.9957556934043958,1.0042443065956042,6874612304.4,6874026934.55,2.8317349669e-4
2022-09-30,0.9998894376,1.0007828937,0.9984163429,0.9998180834,0,0,0,0,0.9994682102,1.000059699,0.9994682102,1.000059699,0.9994682102,1.000059699,486324489.71,12971958385.669998,0.9957440339876616,1.0042559660123382,6865249126.61,6866498256.71,3.0317289827e-4
2022-10-01,0.9998826237,1.0001913994,0.9989519599,0.9994682102,0,0,0,0,0.9996485234,1.000059699,0.9995020153,1.000059699,0.9995020153,1.000059699,359043006.56,12960285577.389996,0.9957427566452292,1.004257243354771,6860318993.15,6863969182.13,3.331257562e-4
2022-10-02,0.9994750353,1.0003366478,0.9986219212,0.9996485234,0,0,0,0,0.9996666481,1.000059699,0.9995020153,1.000059699,0.9995020153,1.000059699,244075699.42,12726874002.689997,0.9957168881235487,1.004283111876451,6830210006.02,6832611509.38,3.3359891277e-4
