"date","open","high","low","close","next_close","depeg","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","log_return","close_lag1d","close_lag7d","abs_peg_deviation","Intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","rsi_14","bb_pctb","dist_from_lower_band"
<<<<<<< HEAD
2019-11-22,0.9973583008,1.0265481268,0.9721642831,0.9925979113,1.0162822351,NA,2104540.84,NA,NA,NA,0,0,NA,NA,NA,0.00740208870000003,0.0547893996963724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-23,0.9921835652,1.0287471894,0.9883408904,1.0162822351,1.0022701008,NA,311283.08,NA,NA,NA,0,0,0.0235807211350429,0.9925979113,NA,0.0162822351,0.0397589346782433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-24,1.0162882225,1.0351357077,0.9956091626,1.0022701008,1.0070214472,NA,255060.08,NA,NA,NA,0,0,-0.0138835730183235,1.0162822351,NA,0.0022701007999999,0.0394370190914111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-25,1.0012892841,1.0347078354,0.9848050747,1.0070214472,1.0060959036,NA,958777.17,NA,NA,NA,0,0,0.00472938360873258,1.0022701008,NA,0.00702144720000009,0.0495548141886686,0.0187322734753932,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-26,1.0072080774,1.0314280582,0.9917667394,1.0060959036,0.9970338111,NA,217384.77,NA,NA,NA,0,0,-0.000919512878715103,1.0070214472,NA,0.0060959035999999,0.0394210121103607,0.00954305193347456,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-27,1.0049641168,1.0289869239,0.9844153214,0.9970338111,1.004738072,NA,478836.24,NA,NA,NA,0,0,-0.00904799550092665,1.0060959036,NA,0.0029661889,0.0447042036125389,0.00692577837258225,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-28,0.9998679643,1.0175693783,0.9923338862,1.004738072,1.0047594318,NA,1295173.55,NA,NA,NA,0,0,0.00769747942366263,0.9970338111,NA,0.00473807200000009,0.0251164883697171,0.00837392497109212,NA,NA,1.00371992587143,NA,0.00101437273718333,1.00371992587143,NA,NA,NA
2019-11-29,1.0049776009,1.0081542053,0.9934729033,1.0047594318,1.0052275661,NA,1517444.25,NA,NA,NA,0,0,2.12588470104495e-05,1.004738072,0.9925979113,0.00475943179999994,0.0146117583327373,0.00838238895163587,0.0121925457768015,NA,1.00545728594286,NA,-0.000694066423918619,1.00397980235357,NA,NA,NA
2019-11-30,1.0047594318,1.0157644507,1.0002300775,1.0052275661,1.0010404802,NA,1099786.58,NA,NA,NA,0,0,0.000465808295231465,1.0047594318,1.0162822351,0.00522756610000008,0.0154535885444021,0.00430927398879666,0.00753007592410258,NA,1.00387804751429,NA,0.00134430530586457,1.00429174329018,NA,NA,NA
2019-12-01,1.0045597973,1.0223201079,0.9954825534,1.0010404802,0.9979161422,NA,1383114.27,NA,NA,NA,0,0,-0.00417401053343608,1.0052275661,1.0022701008,0.00104048019999992,0.0268096595800381,0.00256013763136814,0.00550385465740552,NA,1.00370238742857,NA,-0.00265208817066886,1.00347892751763,NA,NA,NA
