date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply,WLUNA_close,log_return,close_lag1d,close_lag7d,abs_peg_deviation,intraday_range,volatility_3d,volatility_7d,volatility_30d,ma_7d,ma_30d,dist_from_ma_7d,ema_7d,rsi_14,bb_pctb,dist_from_lower_band
2019-12-22,1.0052584935,1.0068582966,0.9975018922,0.999937035,0,0,0,0,1591895.09,58669800.940000005,0.9742647458347936,1.0257352541652065,0,0,0.266124503,-0.005062223250670479,1.0050117734,1.0032213136,6.296500000002592e-5,0.009356993563099663,0.0032642068943318607,0.004269832020257897,0.006471634205205143,1.003624556614286,1.0043040857099998,-0.0036742042529587936,1.0033649887903622,49.24048836866049,0.009045054654792373,8.107153714936624e-5
2019-12-23,0.999937035,1.0089406108,0.9942255176,0.9973078917,0,0,0,0,3625855.09,61984372.95,0.9747318994771844,1.0252681005228157,0,0,0.2806800095,-0.0026327715579678537,0.999937035,1.0062221564,0.0026921082999999957,0.014754814759278501,0.003131287846296855,0.004033681615773499,0.004754052040579667,1.0023510902285717,1.0036716075966665,-0.00503136932531463,1.0018507145177717,46.92315551419925,-0.11165280426877762,-0.0012245469826933657
2019-12-24,0.9968134659,1.0206660729,0.9942839881,1.0101815149,0,0,0,0,3862385.3,65591698.17,0.9752038812038134,1.0247961187961867,0,0,0.3207903098,0.012825770968991696,0.9973078917,1.000816022,0.010181514899999966,0.02611618249875793,0.009702655218956475,0.006218526856819781,0.004686575082325637,1.0036890177857145,1.0039353213999997,0.006468634207644175,1.0039334146133287,57.476036169051824,0.980011583050105,0.01204460741566931
2019-12-25,1.0101815149,1.0181532672,1.0020050217,1.0106405864,0,0,0,0,1790486.85,66423407.85,0.9753078096885668,1.0246921903114332,0,0,0.343339557,4.543413372229505e-4,1.0101815149,1.0019630487,0.010640586400000096,0.015978227786716495,0.008180760704434072,0.006227436591752621,0.00461043264918024,1.0049286660285717,1.0040559593733331,0.005683906295559914,1.0056102075599966,57.798262101253435,0.9757071340900819,0.012797002526901299
2019-12-26,1.0106405864,1.0136426215,0.9948204381,1.0043796425,0,0,0,0,2858957.75,69064980.83000001,0.9756267167948952,1.024373283205105,0,0,0.3524613034,-0.006214293989374912,1.0106405864,1.0075665156,0.004379642500000003,0.018740108424688706,0.009661323596966193,0.006447099514505135,0.004750790731173784,1.0044733984428573,1.0039987506699999,-9.333840299072343e-5,1.0053025662949975,52.00988512763674,0.4876656359166742,0.006289870694912928
2019-12-27,1.0047243319,1.0214214026,0.9968969472,1.0082691843,0,0,0,0,2522002.2,71108146.79,0.9758624299825032,1.0241375700174968,0,0,0.3107075427,0.0038651021384023747,1.0043796425,1.0038553452,0.00826918430000001,0.024323321372780274,0.005126698298493597,0.00644717922763407,0.004485665567576961,1.0051039468857144,1.00437326311,0.003149164247233379,1.0060442207962481,55.02339105148947,0.7719481385654975,0.010257682056092126
2019-12-28,1.0082691843,1.0175101489,1.0056020163,1.0067808306,0,0,0,0,2471910.56,72284883.8,0.9759941269960336,1.0240058730039665,0,0,0.2871200511,-0.0014772377456198633,1.0082691843,1.0050117734,0.0067808305999998986,0.011827929414293043,0.005042726173965249,0.006487953686978474,0.004277019006915658,1.0053566693428573,1.004441355063333,0.001416573143214448,1.0062283732471862,53.63547006437021,0.6469072738777046,0.008656637052552006
2019-12-29,1.0059485027,1.0311987586,1.0035611125,1.0039442025,0,0,0,0,3967640.18,74735079.73,0.97625939224548,1.02374060775452,0,0,0.310098839,-0.0028214996432999523,1.0067808306,0.999937035,0.003944202500000049,0.027529065889496062,0.003536907285398595,0.006232346096826425,0.004309451559524667,1.0059291218428572,1.0044141807533333,-0.0019732198817554846,1.0056573305603895,50.995319813686336,0.4435700604761969,0.005905859868531572
2019-12-30,1.0063560518,1.012390185,1.0013497867,1.0071963782,0,0,0,0,3338304.66,76973597.81,0.9764917985023324,1.0235082014976675,0,0,0.2885965294,0.003234163306107331,1.0039442025,0.9973078917,0.007196378199999964,0.010961515091754756,0.003180026039636434,0.0061231772326403346,0.004349819612621962,1.0073417627714287,1.0044798078233332,-1.4432497172437033e-4,1.0060420924702922,53.80299373273121,0.6736641340145294,0.009074714040244607
2019-12-31,1.006545149,1.007899654,0.99666487,0.9980452052,0,0,0,0,3115203.75,78705687.29,0.976665528908941,1.023334471091059,0,0,0.2587994203,-0.009127315736996376,1.0071963782,1.0101815149,0.001954794800000048,0.01125678871203899,0.006181161359289437,0.0047750006628872015,0.004602925625293635,1.0056080042428575,1.0043799653233332,-0.0075206233551727624,1.0040428706527191,45.84367366333054,0.053217022401716864,7.843424490536756e-4
2020-01-01,0.9978491696,1.0038984601,0.9957802588,1.0002425686,0,0,0,0,2058557.92,79111703.4,0.9767055163565856,1.0232944836434146,0,0,0.2310189192,0.002199247089907197,0.9980452052,1.0106405864,2.425686000000482e-4,0.008116232556831486,0.006857699336991476,0.004950166176284888,0.004584849053311437,1.0041225731285717,1.00445751287,-0.0038640745984651944,1.0030927951395394,47.83905003112937,0.22928628088946634,0.003491419127102431
2020-01-02,1.0002425686,1.0040469458,0.9946461495,0.9978230601,0,0,0,0,2925547.28,80600983.96000001,0.976849881479498,1.023150118520502,0,0,0.2114930659,-0.0024218520631706956,1.0002425686,1.0043796425,0.002176939900000008,0.009421305916760428,0.005695156215817188,0.00453549104554898,0.004466134136444853,1.0031859185000003,1.0042543116133331,-0.005345827030765165,1.0017753613796545,45.836439693648515,0.11714185089248164,0.0019130252838891176
2020-01-03,0.9986782301,1.0045827585,0.991769891,1.0021852771,0,0,0,0,3578684.48,81871388.16000001,0.976970246899004,1.023029753100996,0,0,0.2204975238,0.004362205733033864,0.9978230601,1.0082691843,0.0021852770999999382,0.012784928887676624,0.0034654578258554677,0.004626172002126053,0.004541990989333478,1.0023167889000002,1.0041788332966666,-1.312078191811891e-4,1.0018778403097408,49.90788038420562,0.4002923335390182,0.006427262470036468
2020-01-04,1.0019960042,1.0126918806,0.9993849569,1.0077953039,0,0,0,0,3342562.31,83814800.34000002,0.9771496374512976,1.0228503625487024,0,0,0.242335141,0.0055821846447274654,1.0021852771,1.0067808306,0.00779530390000005,0.013203994549790522,0.004312315548685381,0.005203770140125928,0.004607561299659162,1.002461713657143,1.0041651733766666,0.005320492713282051,1.0033572062073057,54.63113321904645,0.7313022582036427,0.012023899139162448
2020-01-05,1.0079416504,1.0155981184,1.0022728194,1.0076349997,0,0,0,0,4610513.6,85946042.32000001,0.9773400973871684,1.0226599026128316,0,0,0.2400605245,-1.590768979227054e-4,1.0077953039,1.0039442025,0.007634999700000034,0.013224331234988286,0.003024688118222012,0.005045807280028147,0.004454009025262907,1.0029889704000001,1.0043561857433332,0.004632183839615939,1.0044266545804792,54.47307454959284,0.7144682249415228,0.011896981999956613
2020-01-06,1.0061918579,1.0129605093,0.9966494791,1.0030216885,0,0,0,0,5758883.06,89773539.87000002,0.977666820839512,1.022333179160488,0,0,0.225910166,-0.0045888682265379475,1.0076349997,1.0071963782,0.0030216885000000637,0.016261891828473676,0.005099598870275076,0.0052092563336643355,0.004480821954203437,1.002392586157143,1.0042640756999999,6.276007539808814e-4,1.0040754130603595,49.99058898015207,0.42851707794128646,0.007026211600062798
2020-01-07,1.0030216885,1.0077226012,0.9942538731,0.9960112457,0,0,0,0,6468095.5,92226056.29,0.977866566640726,1.022133433359274,0,0,0.2182485038,-0.007013862972950235,1.0030216885,0.9980452052,0.003988754300000008,0.01352266669492685,0.0034759109805822443,0.004665019521114645,0.004643426830867224,1.0021020205142859,1.00400908836,-0.0060779987362564675,1.0020593712202697,44.057579682417376,0.05765610838678429,0.0010323098312044494
2020-01-08,0.9960112457,1.0123413999,0.9899545831,1.0059684668,0,0,0,0,8331933.77,97781102.84,0.9782939054917488,1.0217060945082512,0,0,0.2035258413,0.009947456654880324,0.9960112457,1.0002425686,0.005968466799999961,0.022253994572228264,0.009173073858633732,0.006063956428393364,0.004977726120845731,1.0029200059714287,1.0039935177266666,0.0030395852215735807,1.0030366451152022,52.652824238796676,0.6225963973181544,0.011008307720845833
2020-01-09,1.0056048824,1.0097374048,0.9966442448,1.0051490467,0,0,0,0,4861968.86,100405600.65,0.9784847025887538,1.0215152974112462,0,0,0.2067733736,-8.14890368010689e-4,1.0059684668,0.9978230601,0.005149046699999937,0.01302608806423897,0.008582363100329189,0.0059503272995750055,0.004956904732303117,1.0039665754857143,1.0040368012899998,0.0011777993841214618,1.0035647455114016,51.94550076886547,0.5721765598851258,0.010139780366188742
2020-01-10,1.0052796156,1.0111150449,0.9977553475,1.0021670631,0,0,0,0,6095383.04,103659508.22,0.9787122243150764,1.0212877756849237,0,0,0.2045621488,-0.0029711172834933895,1.0051490467,1.0021852771,0.002167063099999922,0.013330808696380897,0.006920585001204878,0.005914410469477334,0.004985309543016786,1.0039639734857144,1.0040080383033332,-0.0017898156041154692,1.0032153249085511,49.34746817975799,0.41128442660208175,0.00730179953085946
2020-01-11,1.0031237482,1.0085084871,0.9971074631,1.0024464912,0,0,0,0,3583659.46,104870864.41,0.9787945064924776,1.0212054935075223,0,0,0.204510403,2.787850069260422e-4,1.0021670631,1.0077953039,0.002446491199999956,0.011373199567342746,0.0016536477473587752,0.005396803021263213,0.004964407671983849,1.0031998573857144,1.0039077355966666,-7.509632105387791e-4,1.0030231164814134,49.60183525092864,0.41855052356932815,0.007296431474056343
2020-01-12,1.0010197369,1.0115443912,0.9977473278,1.0016923595,0,0,0,0,3966034.51,106625407.05,0.978911463938937,1.021088536061063,0,0,0.2116977971,-7.525743391777412e-4,1.0024464912,1.0076349997,0.001692359500000018,0.013773753257823443,0.0016606976342209239,0.005390443037777361,0.004958044663551808,1.0023509087857143,1.0038356870866665,-6.570047275280922e-4,1.00269042723606,48.888282128633286,0.3542211043392238,0.005822497671158768
