"date","open","high","low","close","next_close","depeg","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","log_return","close_lag1d","close_lag7d","abs_peg_deviation","Intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","rsi_14","bb_pctb","dist_from_lower_band","value","value_classification","pct_open_1d","pct_high_1d","pct_low_1d","pct_close_1d","pct_open_3d","pct_high_3d","pct_low_3d","pct_close_3d","pct_open_7d","pct_high_7d","pct_low_7d","pct_close_7d","pct_open_30d","pct_high_30d","pct_low_30d","pct_close_30d","is_depegged","markout_1d","will_depeg_1d","markout_3d","will_depeg_3d","markout_7d","will_depeg_7d","markout_14d","will_depeg_14d","markout_30d","will_depeg_30d","token_address","token_name","shannon_entropy","entropy_7d_avg","log_diff_entropy","gini_coefficient","gini_7d_avg","log_diff_gini","pin_proxy","pin_7d_avg","log_diff_pin","n_shark_trades","shark_volume_pct","shark_pct_7d_avg","log_diff_shark_pct","net_swap_flow","net_flow_7d_avg","log_diff_net_flow"
2019-11-22,0.9973583008,1.0265481268,0.9721642831,0.9925979113,1.0162822351,NA,2104540.84,NA,NA,NA,0,0,NA,NA,NA,0.00740208870000003,0.0547893996963724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Extreme Fear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235807211350429,0,0.0144265317254519,0,0.0121777616164832,0,0.00933243729717692,0,0.00736665312024172,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.68461675459103,NA,NA,0.677684910494741,NA,NA,0,NA,NA,78,0.977977918771712,NA,NA,2012365.92909563,NA,NA
2019-11-23,0.9921835652,1.0287471894,0.9883408904,1.0162822351,1.0022701008,NA,311283.08,NA,NA,NA,0,0,0.0235807211350429,0.9925979113,NA,0.0162822351,0.0397589346782433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"Extreme Fear",-0.00518844190282397,0.00214219143027899,0.0166397877202571,0.0238609446286068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138835730183235,0,-0.0100737022883061,0,-0.010937151223328,0,-0.0103827800309249,0,-0.0188468395727689,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.71168632922393,NA,0.698157405416427,0.667628588627016,NA,0.685626682628395,0,NA,0,42,0.951472008416342,NA,0.678999290230015,289728.810340628,NA,0.134508293175873
2019-11-24,1.0162882225,1.0351357077,0.9956091626,1.0022701008,1.0070214472,NA,255060.08,NA,NA,NA,0,0,-0.0138835730183235,1.0162822351,NA,0.0022701007999999,0.0394370190914111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Extreme Fear",0.024294554098103,0.00620999830262097,0.00735401344879946,-0.0137876406927662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00472938360873258,0,-0.00523812477090915,0,-0.00122758873844057,0,0.00138665322579453,0,0.00786250441454626,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",1.91265105162314,NA,0.533747136365368,0.606777645875113,NA,0.646432329006067,0.000163532297628782,NA,0.969005746128267,42,0.981437293878934,NA,0.70823805939923,-40853.1294110268,NA,0.131908779949962
2019-11-25,1.0012892841,1.0347078354,0.9848050747,1.0070214472,1.0060959036,NA,958777.17,NA,NA,NA,0,0,0.00472938360873258,1.0022701008,NA,0.00702144720000009,0.0495548141886686,0.0187322734753932,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"Extreme Fear",-0.0147585478882198,-0.000413348990685161,-0.0108517361087613,0.00474058479466535,0.00394139528076015,0.00794868587938086,0.0130027319659302,0.0145310963641961,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000919512878715103,0,-0.00227002895597906,0,-0.00908294367557739,0,-0.000581945784719458,0,0.00358746214303661,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.39798911402569,NA,0.812567074614365,0.63483191009966,NA,0.715917184402155,0.000105496360375567,NA,0.336698372876905,64,0.964894297288884,NA,0.684178780954867,1712959.53095916,NA,3.75954002695717
2019-11-26,1.0072080774,1.0314280582,0.9917667394,1.0060959036,0.9970338111,NA,217384.77,NA,NA,NA,0,0,-0.0009195128787151,1.0070214472,NA,0.0060959035999999,0.0394210121103607,0.00954305193347456,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Extreme Fear",0.00591117211977361,-0.00316976163491819,0.00706907882468087,-0.000919090256293589,0.0151428754990227,0.00260595492033716,0.00346626253479565,-0.0100231325001935,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00904799550092665,0,-0.00132925723025341,0,-0.00216596060178961,0,-0.00223425329706999,0,-0.00170731896762311,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",1.79424586459991,NA,0.558585635122414,0.583045270175011,NA,0.651428947733832,0.000959877135726627,NA,1.73536858942037,39,0.974928436316863,NA,0.697812846515361,62419.6742176712,NA,0.0357914219007215
2019-11-27,1.0049641168,1.0289869239,0.9844153214,0.9970338111,1.004738072,NA,478836.24,NA,NA,NA,0,0,-0.00904799550092665,1.0060959036,NA,0.0029661889,0.0447042036125389,0.00692577837258225,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Extreme Fear",-0.00222790171202015,-0.00236675188404325,-0.00741244660457914,-0.00900718556508781,-0.0111426123507989,-0.0059400750590106,-0.0112432082994974,-0.00522442971791771,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00769747942366263,0,0.00818454656590485,0,0.00741035303703121,0,0.00599596840138311,0,0.011205778671706,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",1.97468202436283,NA,0.742176579136092,0.61155277187445,NA,0.71721241567443,0.00204638472032742,NA,1.07526703597978,44,0.969769997228546,NA,0.689987023112683,-523615.743751287,NA,2.23948539625798
2019-11-28,0.9998679643,1.0175693783,0.9923338862,1.004738072,1.0047594318,NA,1295173.55,NA,NA,NA,0,0,0.00769747942366263,0.9970338111,NA,0.00473807200000009,0.0251164883697171,0.00837392497109212,NA,NA,1.00371992587143,NA,0.00101437273718333,1.00371992587143,NA,NA,NA,32,"Fear",-0.00507097956514825,-0.0110959093209135,0.00804392681407932,0.00772718117904166,-0.00141948967453255,-0.0165635713905411,0.00764497634447451,-0.00226745438873111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12588470104495e-05,0,-0.00368694339119407,0,0.00344473999467437,0,0.000713862002766374,0,0.00203106150242334,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.79139908908632,2.32389574678755,0.881087354246934,0.729001304298458,0.644360343063493,0.784748135120784,0,0.000467898644865485,0,47,0.9387073705784,0.965598188925669,0.67649528600539,2068137.15684447,797306.032613606,1.59933009554765
2019-11-29,1.0049776009,1.0081542053,0.9934729033,1.0047594318,1.0052275661,NA,1517444.25,NA,NA,NA,0,0,2.12588470104495e-05,1.004738072,0.9925979113,0.00475943179999994,0.0146117583327373,0.00838238895163587,0.0121925457768015,NA,1.00545728594286,NA,-0.00069406642391861,1.00397980235357,NA,NA,NA,31,"Fear",0.00511031134353543,-0.00925261038783348,0.00114781639107557,2.12590729814036e-05,-0.00221451411088542,-0.0225646885548337,0.00172032780715372,-0.00132837415918086,0.00763948131166946,-0.0179182261598765,0.0219187441571623,0.0122522124634255,NA,NA,NA,NA,NA,0.000465808295231465,0,-0.00683417356660888,0,-0.00284532431930641,0,-0.000901733634284943,0,-0.000811696987886998,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.15400780894679,2.24809446883837,0.571900707555532,0.711570422141423,0.64920113044159,0.681052074771465,0.0117456460105306,0.00214584807494129,4.7745454677863,38,0.961407105717256,0.963230929917889,0.70462704076069,1172906.00702059,677383.186602887,0.449246789283923
2019-11-30,1.0047594318,1.0157644507,1.0002300775,1.0052275661,1.0010404802,NA,1099786.58,NA,NA,NA,0,0,0.00046580829523146,1.0047594318,1.0162822351,0.00522756610000008,0.0154535885444021,0.00430927398879666,0.00753007592410258,NA,1.00387804751429,NA,0.00134430530586457,1.00429174329018,NA,NA,NA,38,"Fear",-0.000217088519987584,0.00754869181717631,0.00680156869659425,0.000465916800762442,-0.000203673938778934,-0.0128499914749985,0.0160651259241971,0.00821813153052466,0.0126749394377088,-0.0126199505901657,0.0120294396553685,-0.0108775580426359,NA,NA,NA,NA,NA,-0.00417401053343608,0,-0.0013025116667678,0,0.000554371192403023,0,0.00235175344468025,0,0.00195665802298869,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",1.71443391599528,2.10562983837714,0.585500992708,0.65652425496872,0.647614797061834,0.653632481892348,0.00043010752688172,0.00220729200735296,0.0356656849807264,37,0.981744480140592,0.967555568735639,0.703143410281024,719088.959116712,738720.350713756,0.478147049938308
2019-12-01,1.0045597973,1.0223201079,0.9954825534,1.0010404802,0.9979161422,NA,1383114.27,NA,NA,NA,0,0,-0.00417401053343608,1.0052275661,1.0022701008,0.00104048019999992,0.0268096595800381,0.00256013763136814,0.00550385465740552,NA,1.00370238742857,NA,-0.00265208817066886,1.00347892751763,NA,NA,NA,25,"Extreme Fear",-0.000198688853950139,0.00645391477864982,-0.00474643205277928,-0.00416531145902104,0.00469245257125994,0.0046687033840747,0.00317299171557815,-0.00368015496082463,-0.0115404517540791,-0.0123805987028266,-0.000127167572131744,-0.00122683555961463,NA,NA,NA,NA,NA,-0.00312597132840424,0,0.00339981700456249,0,0.00261424196423509,0,0.00217619700921141,0,-0.00299664718057146,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",2.44515851423411,2.18170233303585,0.886299861915803,0.731158461896103,0.665383485064832,0.748350640130849,0.0019047619047619,0.00245603909408626,1.52456854569989,33,0.94350330385139,0.962136427303133,0.672980088669818,1771164.40334816,997579.998250782,1.24215367095596
2019-12-02,1.0021830291,1.0193778756,0.9933970747,0.9979161422,1.0039190978,NA,1652541.81,NA,NA,NA,0,0,-0.00312597132840424,1.0010404802,1.0070214472,0.00208385779999998,0.0260350542508741,0.00243335111190673,0.00512491806220841,NA,1.00240162957143,NA,-0.0044747407018344,1.00208823118823,NA,NA,NA,28,"Fear",-0.00236597981164301,-0.00287799513798442,-0.00209494249083238,-0.00312109056706246,-0.00278073043369058,0.0111328904258849,-7.63267923544927e-05,-0.00681087371107365,0.000892594192499803,-0.0148157376174442,0.008724569176918,-0.0090418183498645,NA,NA,NA,NA,NA,0.00599747019507252,0,0.0102576547142726,0,0.00850099789085784,0,0.00828891076215727,0,0.00232857123774004,0,"0x6b175474e89094c44da98b954eedeac495271d0f","DAI",3.76994030476029,2.37769536028365,0.932846865504419,0.787585480743435,0.687205423728229,0.730937790108968,0.000142959256611866,0.00246139093640573,0.068882052114548,42,0.91772671887464,0.955398201815384,0.678870800580504,17017169.2609506,3183895.67396385,2.36159843077526
