date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply
2018-11-23,1.01613,1.02783,1.00833,1.02061,1,1,1,1,1.02296,1.03741,1.01164,1.03741,1.0103967066,1.03741,17717500,231768395,0.9837202176045182,1.016279782395482,169431171.766614,166009711.61
2018-11-24,1.01718,1.03969,1.01105,1.02296,1,1,1,1,1.0121,1.03741,1.01164,1.03741,1.0081973826,1.03741,19409700,249812575,0.9841220205812681,1.0158779794187318,169951729.428763,166137218.88
2018-11-25,1.02687,1.04013,0.990265,1.02596,1,1,1,1,1.01164,1.03741,1.0103967066,1.03741,1.0081973826,1.03741,23476200,272338152,0.9845724425875462,1.0154275574124538,170393048.504764,166081570.92
2018-11-26,1.01831,1.05881,1.01551,1.03741,0,0,0,0,1.01164,1.0145967489,1.0081973826,1.0145967489,1.0081973826,1.0145967489,29734800,301359989,0.9850844890173596,1.0149155109826404,172044015.330946,165839943.06
2018-11-27,1.03242,1.038,0.995528,1.0121,0,0,0,0,1.0103967066,1.0145967489,1.0081973826,1.0145967489,1.0081973826,1.0145967489,13622700,314699982,0.9852982930851949,1.014701706914805,170711290.864261,168670379.28
2018-11-28,1.00871,1.02585,1.00372,1.01164,1,1,1,1,1.0081973826,1.0145967489,1.0081973826,1.0145967489,1.0081973826,1.0145967489,23327400,336043702,0.9856163840103002,1.0143836159897,173690422.157984,171691928.11
2018-11-29,1.0116764307,1.020604029,1.0039204359,1.0145967489,0,0,0,1,1.0081973826,1.0127712083,1.0081973826,1.0127950262,1.0081973826,1.0182659233,18025473.45,353353293.45,0.9858551954072753,1.0141448045927248,179215722.520525,176637390.88
2018-11-30,1.013566686,1.0204493743,1.0040656962,1.0103967066,0,0,0,1,1.0081973826,1.0127712083,1.0081973826,1.0136330425,1.0081973826,1.0182659233,14143220.53,366217153.97999996,0.9860227916521033,1.0139772083478966,178350743.836846,176515563.31
2018-12-01,1.0128178952,1.0253430663,1.0001936091,1.0081973826,0,0,1,1,1.0097488772,1.0127950262,1.0097488772,1.0182659233,1.0097488772,1.0221832899,14198648.63,378615322.60999995,0.9861770542146352,1.0138229457853647,177962574.067388,176515608.09
2018-12-02,1.0082554935,1.0317921797,0.9932867265,1.0127712083,0,0,1,1,1.0097488772,1.0136330425,1.0097488772,1.0182659233,1.0097488772,1.0221832899,10761894.92,387334827.53,0.9862815677191364,1.0137184322808637,178770938.264327,176516607.89
2018-12-03,1.0111194379,1.0165831076,1.0002159111,1.0097488772,0,1,1,1,1.0127950262,1.0182659233,1.0113080391,1.0221832899,1.0113080391,1.0246925069,12188098.38,398120445.90999997,0.9864065871857011,1.013593412814299,178146805.65555,176426842.04
2018-12-04,1.0090276562,1.0164270868,1.0035397428,1.0127950262,1,1,1,1,1.0113080391,1.0182659233,1.0113080391,1.0221832899,1.0113080391,1.0246925069,12556999.26,408533245.16999996,0.9865230733277554,1.0134769266722445,178853753.702588,176594225.95
2018-12-05,1.0114549523,1.0185984979,1.0048916698,1.0136330425,1,1,1,1,1.0113080391,1.0221832899,1.0113080391,1.0246925069,1.0113080391,1.0246925069,14257800.15,421503645.31999993,0.98666275215536825,1.0133372478446316,180498554.856648,178070906.63
2018-12-06,1.010984896,1.0216686821,1.0021316212,1.0182659233,0,1,1,1,1.0113080391,1.0221832899,1.0113080391,1.0246925069,1.0113080391,1.0246925069,21637768.21,440900343.5299999,0.9868612760629704,1.0131387239370298,181375784.53353,178122217.76
2018-12-07,1.0179308478,1.025060206,1.0023805539,1.0113080391,1,1,1,1,1.0182528405,1.0246925069,1.0182528405,1.0246925069,1.0159128611,1.0246925069,29947363.4,468257826.9299999,0.9871222995639014,1.0128777004360985,186984731.705864,184893943.76
2018-12-08,1.0112983625,1.0275764263,1.0065704376,1.0221832899,1,1,1,1,1.0182528405,1.0246925069,1.0159128611,1.0246925069,0.9979403013,1.0246925069,17724713.57,482559350.4999999,0.9872507954743786,1.0127492045256214,189115396.526225,185011238.58
2018-12-09,1.0187985582,1.0327738608,1.0139174846,1.0182528405,1,1,1,1,1.0203357402,1.0246925069,1.0159128611,1.0246925069,0.9979403013,1.0246925069,14831258.81,493912359.3099999,0.9873492375138794,1.0126507624861207,188363784.190033,184987241.58
2018-12-10,1.0181712766,1.0291198762,1.0147960831,1.0246925069,1,1,1,1,1.0159128611,1.0227704518,0.9979403013,1.0227704518,0.9979403013,1.0227704518,12987867.68,504402466.9899999,0.9874375523206607,1.0125624476793393,194659963.590114,189969149.06
2018-12-11,1.0252332615,1.0373405354,1.0172285976,1.0203357402,1,1,1,1,1.0159128611,1.0227704518,0.9979403013,1.0227704518,0.9979403013,1.0227704518,12104530.97,511780867.9599999,0.9874982161898977,1.0125017838101023,193258122.194989,189406402.79
2018-12-12,1.0219559451,1.0428646731,0.9897603594,1.0227704518,1,1,1,1,0.9979403013,1.0172918989,0.9979403013,1.0172918989,0.9979403013,1.0192304134,10392692.95,515727020.9099999,0.9875301842111474,1.0124698157888525,195911388.817137,191549715.26
2018-12-13,1.036771237,1.036771237,0.9829853996,1.0159128611,1,1,1,1,0.9979403013,1.0172918989,0.9979403013,1.0172918989,0.9979403013,1.0192304134,8569160.37,517812871.2799999,0.987546950353483,1.012453049646517,195990468.119113,192920550.2
2018-12-14,1.0152335992,1.0284297256,1.0120292175,1.0172918989,0,1,1,1,0.9979403013,1.0142330563,0.9979403013,1.0192304134,0.9979403013,1.0192304134,11571583.57,505371154.8499999,0.9874455839583386,1.0125544160416613,205058002.573482,201572432.45
2018-12-15,1.0183930831,1.0214654453,0.9951209991,0.9979403013,0,1,1,1,1.0098537496,1.0142330563,1.0098537496,1.0192304134,1.0098537496,1.0192304134,8595918.52,495190473.3699999,0.9873601309978919,1.0126398690021081,201408567.141206,201824264.32
2018-12-16,1.0048411253,1.0410598668,0.9980085927,1.0119610354,1,1,1,1,1.0098537496,1.0192304134,1.0098537496,1.0192304134,1.0098537496,1.0192304134,9383751.11,495327184.4799999,0.9873612939797067,1.0126387060202933,204222546.55487,201808705.49
2018-12-17,1.0274522132,1.0339689899,0.9980676604,1.0142330563,0,1,1,1,1.0098537496,1.0192304134,1.0098537496,1.0192304134,1.0098537496,1.0192304134,18392474.95,508182279.42999995,0.9874687759670231,1.012531224032977,214498101.48321,211487981.13
2018-12-18,1.0141953194,1.0205854507,1.0000133124,1.0098537496,1,1,1,1,1.0151192383,1.0192304134,1.0106675697,1.0192304134,1.0106675697,1.0192304134,24572396.14,527019215.56999993,0.9876198896271196,1.0123801103728804,216113191.260591,214004445.05
2018-12-19,1.0090530979,1.02086046,1.0020775676,1.0192304134,1,1,1,1,1.0106675697,1.0154268828,1.0106675697,1.0154268828,1.0106675697,1.0154268828,46352135.2,545498250.7699999,0.9877612927690844,1.0122387072309156,227179148.2048,222892827
2018-12-20,1.0212352488,1.0244183692,1.006774022,1.0151192383,1,1,1,1,1.0106675697,1.0154268828,1.0106675697,1.0154268828,1.0106675697,1.0174804793,58976757.96,561181408.7299999,0.9878763820599905,1.0121236179400095,229602069.567973,226182364.5
2018-12-21,1.0164159757,1.0241972568,1.0061003197,1.0154268828,0,0,1,1,1.0106675697,1.0115711748,1.0106675697,1.0136244228,1.0106675697,1.0174804793,46603503.79,587620912.5199999,0.9880610100785525,1.0119389899214475,231531679.284072,228014132
2018-12-22,1.0124420449,1.0190310363,0.997087341,1.0106675697,0,0,1,1,1.0107187846,1.0117371196,1.0107187846,1.0174804793,1.0107187846,1.0216647393,26222949.62,602287262.1399999,0.9881587166383676,1.0118412833616324,230419099.604875,227987032.05
2018-12-23,1.0080213212,1.0177505737,1.0054263307,1.0107187846,0,1,1,1,1.0115711748,1.0136244228,1.0112103825,1.0174804793,1.0112103825,1.0216647393,23629167.73,608198929.87,0.9881972072081664,1.0118027927918336,230406707.706327,227963219.06
2018-12-24,1.0107487148,1.0214280054,0.998427723,1.0115711748,1,1,1,1,1.0117371196,1.0174804793,1.0112103825,1.0216647393,1.0112103825,1.0216647393,43621600.96,632410830.83,0.9883497950118222,1.011650204988178,230219938.837192,227586495.7
2018-12-25,1.0101945512,1.0283848552,1.0080462099,1.0117371196,1,1,1,1,1.0112103825,1.0174804793,1.0112103825,1.0216647393,1.0112103825,1.0216647393,27610568.77,636545199.6,0.9883750725578233,1.0116249274421767,230303642.404413,227631899.57
2018-12-26,1.0132089721,1.0218895225,1.006779011,1.0136244228,1,1,1,1,1.0112103825,1.0216647393,1.0112103825,1.0216647393,1.0112103825,1.0216647393,19786403.06,626596802.66,0.9883138728176734,1.0116861271823268,230733088.199726,227631737.17
2018-12-27,1.0155983925,1.0338823239,1.0115791518,1.0174804793,0,1,1,1,1.0112103825,1.0216647393,1.0112103825,1.0216647393,1.0112103825,1.0216647393,23019282.06,635993384.7199999,0.98837171143608,1.01162828856392,241190277.097648,237046589.12
2018-12-28,1.0173902746,1.0185267742,0.9785832076,1.0112103825,1,1,1,1,1.01316869,1.0216647393,1.01316869,1.0216647393,1.0081604918,1.0216647393,28974097.7,641640082.42,0.9884059232396943,1.0115940767603058,244258933.08336,241551053.39
2018-12-29,1.0108817407,1.0402584327,1.0025290073,1.0216647393,1,1,1,1,1.01316869,1.0165651269,1.01316869,1.0181726125,1.0081604918,1.0181726125,22783697.1,646398306.0699999,0.9884344418431681,1.011565558156832,251416579.518138,246085207.65
2018-12-30,1.0196053538,1.0254727774,1.0096502392,1.01316869,1,1,1,1,1.0133006042,1.0181726125,1.0081604918,1.0181726125,1.0081604918,1.0181726125,18537225.1,650792310.64,0.9884605300019799,1.0115394699980202,249383514.72167,246142145.13
2018-12-31,1.012397959,1.0257654161,1.0052355627,1.0165651269,1,1,1,1,1.0133006042,1.0181726125,1.0081604918,1.0181726125,1.0053577603,1.0181726125,20975704.09,657569366.1,0.9885003097537042,1.0114996902462958,254230217.987737,250087487.04
2019-01-01,1.0189458668,1.0222303445,1.008677397,1.0133006042,1,1,1,1,1.0081604918,1.0181726125,1.0081604918,1.0181726125,1.0053577603,1.0181726125,17007852.85,663815324.0300001,0.9885364910229629,1.011463508977037,261353425.183565,257922894.85
2019-01-02,1.014262311,1.0202640787,1.0091684644,1.0181726125,1,1,1,1,1.0081604918,1.0135770458,1.0053577603,1.0135770458,1.0022638175,1.0135770458,18125812.4,669753038.0500001,0.9885704683154757,1.0114295316845243,288816453.982704,283661581.99
2019-01-03,1.0144576441,1.0225617129,1.0099543753,1.0135770458,0,0,0,1,1.0081604918,1.0110095967,1.0053577603,1.0110095967,1.0022638175,1.0131036065,15279811.12,672475849.9100001,0.9885859149969468,1.011414085003053,290759445.09417,286864670.32
2019-01-04,1.0152474749,1.0176347887,1.0010576781,1.0081604918,0,0,0,1,1.0053577603,1.0110095967,1.0022638175,1.0110095967,1.0022638175,1.0147347728,17203035.97,675421085.7300001,0.988602529893454,1.011397470106546,293621600.157558,291244898.55
2019-01-05,1.0067331861,1.0161178174,1.0024525828,1.0110095967,0,0,1,1,1.0053577603,1.0101080451,1.0022638175,1.0131036065,1.0022638175,1.0147347728,15428171.05,669211488.57,0.9885673860870288,1.0114326139129712,294420174.104658,291214025.13
2019-01-06,1.0107495998,1.0152889942,0.9891688257,1.0101080451,0,0,1,1,1.0022638175,1.0079182776,1.0022638175,1.0147347728,1.0022638175,1.0147347728,18503989,657768114.1700001,0.988501468100862,1.0114985318991379,305397453.051633,302341372.83
2019-01-07,1.0095088556,1.0121680889,1.0016291109,1.0053577603,0,1,1,1,1.0022638175,1.0131036065,1.0022638175,1.0147347728,1.0022638175,1.0147347728,18697630.36,658741030.96,0.9885071317462526,1.0114928682537474,316560982.708861,314873963.5
2019-01-08,1.0060537573,1.0166269806,1.0040160425,1.0079182776,0,1,1,1,1.0022638175,1.0147347728,1.0022638175,1.0147347728,1.0022638175,1.0147347728,23189996.46,667099768.61,0.9885553353912119,1.011444664608788,327134638.459624,324564645.51
2019-01-09,1.0066143535,1.0112605544,1.0007630196,1.0022638175,1,1,1,1,1.0106913786,1.0147347728,1.007592022,1.0147347728,1.007592022,1.0147347728,23000567.44,677112468.3700001,0.988612027851124,1.0113879721488759,337931396.126043,337168109.06
2019-01-10,1.0028419851000001,1.0347933509,1.0019502669,1.0131036065,1,1,1,1,1.0106913786,1.0147347728,1.007592022,1.0147347728,1.007592022,1.0303526625,51534670.43,716542607.83,0.9888248680435182,1.011175131956482,346525551.461309,342043547.42
2019-01-11,1.0169421204,1.0170066332,1.0077048886,1.0147347728,0,1,1,1,1.007592022,1.0111094628,1.007592022,1.012362885,1.007592022,1.0303526625,25279714.61,731429629.49,0.9889012053299366,1.0110987946700634,356762455.949104,351581975.41
2019-01-12,1.0147813078,1.0174941423,1.0077269589,1.0106913786,1,1,1,1,1.007592022,1.0120690496,1.007592022,1.0303526625,1.007592022,1.0303526625,12617410.29,735477879.41,0.9889216062988914,1.0110783937011087,364888857.606942,361028960.31
2019-01-13,1.0109351338,1.0262679858,1.0083176751,1.0111094628,0,1,1,1,1.007592022,1.012362885,1.007592022,1.0303526625,1.007592022,1.0303526625,16808894.46,740715190.3,0.9889477784275081,1.0110522215724917,372399548.300604,368307845.99
2019-01-14,1.0110120274,1.0166353926,0.9987435414,1.007592022,1,1,1,1,1.0120690496,1.0303526625,1.0114106114,1.0303526625,1.0114106114,1.0303526625,25825886.26,757945158.04,0.98903216927504,1.01096783072496,365745274.226616,362989450.33
2019-01-15,1.0074582915,1.0179567367,1.0065097018,1.0120690496,1,1,1,1,1.012362885,1.0303526625,1.0114106114,1.0303526625,1.008540964,1.0303526625,26459207.48,775020614.41,0.9891133168831926,1.0108866831168075,360749462.484744,356447480.17
2019-01-16,1.0132400892,1.0177289389,1.0079833355,1.012362885,1,1,1,1,1.0114106114,1.0303526625,1.0114106114,1.0303526625,1.008540964,1.0303526625,25957205.83,782585345.2900001,0.9891485086226078,1.0108514913773923,321495519.472611,317569444.94
