"date","open","high","low","close","depeg_1d","depeg_3d","depeg_5d","depeg_7d","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","log_return","close_lag1d","close_lag7d","abs_peg_deviation","intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","rsi_14","bb_pctb","dist_from_lower_band","value","value_classification","pct_open_1d","pct_high_1d","pct_low_1d","pct_close_1d","pct_open_3d","pct_high_3d","pct_low_3d","pct_close_3d","pct_open_7d","pct_high_7d","pct_low_7d","pct_close_7d","pct_open_30d","pct_high_30d","pct_low_30d","pct_close_30d","parkinson_daily","parkinson_7d","rvol","close_dai","close_pax","close_usdt","close_ust","close_wluna","token_address","token_name","shannon_entropy","entropy_7d_avg","log_diff_entropy","gini_coefficient","gini_7d_avg","log_diff_gini","pin_proxy","pin_7d_avg","log_diff_pin","n_big_players","big_players_vol_pct","big_player_7d_avg","gross_inflow","gross_outflow","net_swap_flow","net_flow_7d_avg","log_diff_net_flow"
2018-10-08,1.0041,1.00768,1.0019,1.00221,NA,NA,NA,NA,382900,NA,NA,NA,0,0,NA,NA,NA,0.00221000000000004,0.00576725436784695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Fear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034547052952139,NA,NA,NA,1.02114,0.995814,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.36036873865213,NA,NA,0.687344321817196,NA,NA,0.230769230769231,NA,NA,0,0,NA,8.68625e-09,8.68625e-09,0,NA,NA
2018-10-09,1.00427,1.00833,1.00003,1.00686,NA,NA,NA,NA,108803,NA,NA,NA,0,0,0.00462901571698771,1.00221,NA,0.00686000000000008,0.00824344993345646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Fear",0.000169305846031275,0.000645046046363964,-0.00186645373789803,0.00463974616098427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00496393711795349,NA,NA,NA,1.0056,0.996779,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.68449835368648,NA,0.53861319769668,0.848098900129584,NA,0.80365864812246,0.333333333333333,NA,0.893561893566856,2,0.661168604471967,NA,1.2266459032e-06,8.175860732e-07,4.0905983e-07,NA,4.09059746343879e-07
2018-10-10,1.00494,1.01908,1.00397,1.00962,NA,NA,NA,NA,711783,NA,NA,NA,0,0,0.00273744517528467,1.00686,NA,0.00961999999999996,0.0149660268219726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Fear",0.000667151264102232,0.0106611922684042,0.00393988180354595,0.0027411953995589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00897125483137323,NA,NA,NA,1.00565,0.993502,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.23815971416567,NA,0.845267825511658,0.71586340715684,NA,0.61192659840168,0.12,NA,0.30740530864825,1,0.46485755371355,NA,1.60497864492e-07,1.59888464492e-07,6.09399999999998e-10,NA,6.09399641674225e-10
2018-10-11,1.00994,1.03123,1.00173,1.00978,NA,NA,NA,NA,4177290,NA,NA,NA,0,0,0.000158462910106737,1.00962,NA,0.0097799999999999,0.0292142842995505,0.00224406740233934,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Extreme Fear",0.00497542141819424,0.0119225183498843,-0.00223114236481172,0.000158475466016856,0.00581615376954493,0.0233705144490316,-0.000169677612536185,0.00755330719110751,NA,NA,NA,NA,NA,NA,NA,NA,0.017430543820583,NA,NA,NA,1.01184,0.993026,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.44599478345574,NA,0.738508127059807,0.861625380674677,NA,0.790023818386574,0,NA,0,2,0.592238122634788,NA,1.105705078705e-06,6.78426678705e-07,4.27278400000001e-07,NA,4.27278308489356e-07
2018-10-12,1.00861,1.01871,1.00114,1.01272,NA,NA,NA,NA,1322240,NA,NA,NA,0,0,0.00290729500205593,1.00978,NA,0.0127200000000001,0.0173493166916819,0.00154035041237842,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Extreme Fear",-0.00131690991544057,-0.0121408415193508,-0.000588981062761513,0.00291152528273502,0.0043215469943342,0.010294248906608,0.00110996670099891,0.00582007429036805,NA,NA,NA,NA,NA,NA,NA,NA,0.0104484258881185,NA,NA,NA,1.01321,0.994102,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.55411941655348,NA,0.491855122783506,0.913717125166647,NA,0.722868333904229,0.0555555555555556,NA,6.3217669960214,1,0.481520698871459,NA,2.492386106792e-06,2.492386106792e-06,0,NA,0
2018-10-13,1.01445,1.02029,1.00355,1.00743,NA,NA,NA,NA,698507,NA,NA,NA,0,0,-0.00523724682969447,1.01272,NA,0.00743000000000004,0.0166165391143801,0.00414333446865862,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Extreme Fear",0.00579014683574431,0.00155098114281779,0.00240725572846957,-0.00522355636306187,0.00946325153740535,0.00118734544883614,-0.00041833919340228,-0.00216913294110647,NA,NA,NA,NA,NA,NA,NA,NA,0.00993519630250615,NA,NA,NA,1.00969,0.988046,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.95336111865219,NA,0.813953056916027,0.696405967959524,NA,0.566497545977543,0.230769230769231,NA,1.63829407274451,1,0.434536428258446,NA,7.3077088902e-08,7.3077088902e-08,0,NA,0
2018-10-14,1.00726,1.02251,1.00492,1.01631,NA,NA,NA,NA,982750,NA,NA,NA,0,0,0.00877588721072098,1.00743,NA,0.01631,0.0173077112298413,0.00703730371893699,NA,NA,1.00927571428571,NA,0.00696963734955624,1.00927571428571,NA,NA,NA,18,"Extreme Fear",-0.00708758440534283,0.0021758519636575,0.00136515370434965,0.00881450820404395,-0.00265362298750422,-0.00845592156938807,0.00318449083086263,0.00646675513478198,NA,NA,NA,NA,NA,NA,NA,NA,0.0104212097638763,0.0102634042916014,NA,NA,1.01878,0.98957,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.57916843201557,1.97366722245447,0.592439776950622,0.611943867925269,0.762142710118534,0.63052202243803,0.1,0.152918192918193,0.359871774450073,1,0.481139176334376,0.445065797754941,1.75907971429e-07,1.75907971429e-07,0,1.19563947142857e-07,0
2018-10-15,1.0169,1.11373,0.998372,1.0268,NA,NA,NA,NA,10660400,NA,NA,NA,0,0,0.010268749287386,1.01631,1.00221,0.0267999999999999,0.112347097779509,0.00855406802246265,0.00521782337085645,NA,1.01278857142857,NA,0.0138345050158544,1.01365678571429,NA,NA,NA,20,"Extreme Fear",0.00957051803903647,0.0892118414489835,-0.00651594156748796,0.0103216538260963,0.00821923240895877,0.0932748279687056,-0.00276484807319644,0.0139031519077335,0.0127477342894133,0.105241743410607,-0.00352130951192731,0.0245357759351831,NA,NA,NA,NA,0.0656678057252861,0.0268266604962493,NA,NA,1.02444,0.980138,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.81057955532048,1.89512591054994,0.763823356791748,0.939765594643432,0.798202891950853,0.930372964683054,0.0112359550561798,0.121556296387757,0.106382566118957,3,0.719553563725314,0.547859164001414,4.4559597635397e-05,2.4629963895397e-05,1.992963374e-05,2.96665448142857e-06,1.99294351474671e-05
2018-10-16,1.02723,1.03551,1.01899,1.02143,NA,NA,NA,NA,2124080,NA,NA,NA,24323316.2344,23813003.57,-0.00524356376382459,1.0268,1.00686,0.0214300000000001,0.016173403953281,0.00855770120034569,0.0061083391643375,NA,1.01487,NA,0.00646388207356619,1.01560008928571,NA,NA,NA,24,"Extreme Fear",0.0101583243190089,-0.0702324620868614,0.0206516208387255,-0.00522984028048293,0.0125979594854355,0.014917327426516,0.0153853818942754,0.0138967471685378,0.0228623776474455,0.0269554610097884,0.0189594312170636,0.0144707307868025,NA,NA,NA,NA,0.00965829635200274,0.0270088081145479,NA,NA,1.01665,0.975152,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.35066847568213,1.99029307083504,0.832136847951358,0.673311934632725,0.773233325451302,0.540224252997484,0.0222222222222222,0.0771118519433127,1.08530103011771,2,0.707885817882117,0.554533051631436,5.7559141675e-07,5.4127191675e-07,3.43195e-08,2.91312014857143e-06,3.43188154223457e-08
2018-10-17,1.02404,1.02653,1.01058,1.01219,NA,NA,NA,NA,1102740,NA,NA,NA,24107422.7902,23817092.43,-0.00908730597244574,1.02143,1.00962,0.0121899999999999,0.0157579110641282,0.0102474637966893,0.00738828371110184,NA,1.01523714285714,NA,-0.00300140994503742,1.01474756696429,NA,NA,NA,23,"Extreme Fear",-0.00310543889878608,-0.00867205531573813,-0.00825327039519527,-0.00904614119420825,0.016659055258821,0.00393150189240194,0.00563228913744377,-0.00405388119766619,0.0190061098175017,0.00731051536680139,0.00658386206759167,0.0025455121728967,NA,NA,NA,NA,0.00940464379593653,0.0270298615874536,NA,NA,1.01022,0.971225,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.17988299505031,1.98196782524713,0.656123456050417,0.795473687273638,0.784606222610844,0.779902082431531,0.0136986301369863,0.0619259419628821,0.478515308481458,3,0.693584350751602,0.587208308351158,7.57793015822e-07,7.53473215822e-07,4.31979999999994e-09,2.91365020571429e-06,4.31979984182982e-09
2018-10-18,1.01466,1.02062,1.00923,1.01489,NA,NA,NA,NA,1182450,NA,NA,NA,24187789.2696,23832917.13,0.00266393195800846,1.01219,1.00978,0.0148900000000001,0.0112228911507651,0.00599158348095184,0.00743723948571642,NA,1.01596714285714,NA,-0.00106021426452197,1.01478317522321,NA,NA,NA,26,"Fear",-0.00915979844537339,-0.00575725989498588,-0.00133586653209045,0.00266748337762688,-0.00220277313403483,-0.0836019502033707,0.0108757056487963,-0.0115991429684455,0.00467354496306695,-0.0102886843866063,0.00748704740798425,0.00506050822951551,NA,NA,NA,NA,0.00673987133229734,0.0263381741686119,NA,NA,1.00949,0.980858,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.54767195382669,1.85363599244298,0.536462259573073,0.821731587086153,0.778907109241055,0.709453158708918,0.0810810810810811,0.0735089535458937,1.92804056979011,1,0.742329876013853,0.60864998740531,3.24004980709e-07,3.17750810709e-07,6.25417000000003e-09,2.85350388714286e-06,6.25417005116128e-09
2018-10-19,1.01475,1.01643,1.00631,1.00698,NA,NA,NA,NA,715078,NA,NA,NA,24002105.7351,23835732.32,-0.00782447967058051,1.01489,1.01272,0.00697999999999998,0.0100498520328109,0.00645100898642412,0.00799655984237879,NA,1.01514714285714,NA,-0.00804527985387076,1.01283238141741,NA,NA,NA,24,"Extreme Fear",8.86996629414242e-05,-0.00410534772981143,-0.00289329488818211,-0.00779394811260342,-0.0121491778861599,-0.0184257032766463,-0.0124436942462635,-0.0141468333610723,0.00608758588552566,-0.00223812468710434,0.00516411291128126,-0.00566790425784035,NA,NA,NA,NA,0.00600940318544853,0.0261392951398539,NA,NA,1.01144,0.987712,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",0.635463504552313,1.72239943358567,0.343991484084932,0.915386046185681,0.779145526529489,0.748504558832705,0.0344827586206897,0.07049855398377,0.354005821952808,1,0.910861396837022,0.669984372828962,6.32044462274e-07,6.24574862274e-07,7.46959999999998e-09,2.85457097285714e-06,7.46960002170582e-09
2018-10-20,1.00749,1.01363,1.00255,1.00643,NA,NA,NA,NA,299871,NA,NA,NA,23994903.4238,23841601.92,-0.000546336825267105,1.00698,1.00743,0.00642999999999993,0.0110092107747185,0.00537407305849701,0.00775686900972212,NA,1.01500428571429,NA,-0.0084475364636041,1.01123178606306,NA,NA,NA,21,"Extreme Fear",-0.00715447154471549,-0.0027547396279133,-0.00373642316979856,-0.000546187610478908,-0.0161614780672631,-0.012566607892609,-0.00794593203902707,-0.00569063120560368,-0.00686086056483816,-0.00652755589097207,-0.000996462557919277,-0.000992624797752809,NA,NA,NA,NA,0.00660088398242425,0.0259881918148521,NA,NA,1.00758,0.983831,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",0.654108241913583,1.53679187976587,0.707630990749155,0.952035007378868,0.815663960732252,0.712912068348899,0,0.037531521016737,0,2,0.923132909213842,0.739783870108304,5.60752803432e-07,5.60752803432e-07,0,2.85457097285714e-06,0
2018-10-21,1.00682,1.01961,1.0032,1.0129,NA,NA,NA,NA,509276,NA,NA,NA,24149158.5883,23841601.92,0.00640808796987575,1.00643,1.01631,0.0128999999999999,0.0162010070095763,0.00711689737114246,0.00734380366024721,NA,1.01451714285714,NA,-0.00159400249520544,1.01164883954729,NA,NA,NA,21,"Extreme Fear",-0.000665019007632779,0.00589958860728261,0.000648346715874559,0.00642866369245747,-0.00772672619399587,-0.000989594560169483,-0.00597485211497873,-0.00196080363389151,-0.000436828624188388,-0.00283615808158368,-0.0017115790311666,-0.00335527545729171,NA,NA,NA,NA,0.00974429192122197,0.0259506465890877,NA,NA,1.01077,0.983548,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.33085475257685,1.50131849698891,1.10998021439087,0.429749922248592,0.789636254207013,0.372496897994798,0.0909090909090909,0.0362328197180357,6.81354449462111,1,0.63706338018566,0.762058756372773,4.2985510955e-08,4.2985510955e-08,0,2.85457097285714e-06,0
2018-10-22,1.01231,1.0248,1.00329,1.0093,NA,NA,NA,NA,1211160,NA,NA,NA,33637864.4966,0,-0.00356048244793744,1.0129,1.0268,0.00930000000000008,0.0213118002576042,0.00511242757472515,0.00563053813047645,NA,1.01201714285714,NA,-0.0026848782911639,1.01106162966047,54.9922546120265,NA,NA,27,"Fear",0.00545281182336465,0.00509018154000062,8.97129186602108e-05,-0.00355415144634201,-0.00240453313624045,0.00823470381629821,-0.00300106329063611,0.00230391864783819,-0.00451371816304442,-0.0798487963869162,0.0049260195598434,-0.0170432411375145,NA,NA,NA,NA,0.0127396278423548,0.00897687360093287,NA,NA,1.00669,0.983998,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",1.71983248671374,1.48835463004509,0.829503124780746,0.933054356125246,0.788677505847272,1.15393707085773,0.0384615384615385,0.0401221887759441,0.352494653562664,3,0.924009129958563,0.791266694406094,2.4228980121045e-05,1.3854015681045e-05,1.037496444e-05,1.48961821571429e-06,1.03749106204362e-05
2018-10-23,1.00923,1.01796,1.00747,1.01059,NA,NA,NA,NA,1503840,NA,NA,NA,0,0,0.00127729745222276,1.0093,1.02143,0.0105900000000001,0.0103800750056896,0.00498500287317423,0.00563185564714956,NA,1.01046857142857,NA,0.000120170557365217,1.01094372224535,55.8558845716593,NA,NA,24,"Extreme Fear",-0.00304254625559361,-0.00667447306791565,0.00416629289637101,0.00127811354404044,0.00172706428847936,0.00427177569724648,0.00490748591092717,0.00413342209592338,-0.0175228527204229,-0.0169481704667265,-0.0113053121227882,-0.0106125725698285,NA,NA,NA,NA,0.0062208453152844,0.00853150502167001,NA,NA,1.01146,0.987962,NA,1,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC",2.59791192655436,1.52367512302684,0.920471261170334,0.931866758925043,0.825613909317603,0.692457025944349,0.0246913580246914,0.0404749224620111,0.494885553999877,3,0.752201338377348,0.79759748304827,0.000188840285049479,0.000142815315849479,4.60249692e-05,8.05971103e-06,4.60234326031275e-05
