timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T08:25:00.000Z";"2023-12-31T23:27:00.000Z";"2781";0.0330081608;0.0382954266;0.0327481887;0.0329946545;106438426.03;296034400.92;8972192772.28;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T23:37:00.000Z";"2023-12-30T09:46:00.000Z";"2781";0.0320024324;0.0332869576;0.0314081787;0.0330638105;21141373.7;296656293.16;8972235474.3;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T14:44:00.000Z";"2023-12-29T22:22:00.000Z";"2781";0.0325540343;0.0332983441;0.0313766552;0.0320008268;22293382.28;287119779.01;8972261286.69;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T07:32:00.000Z";"2023-12-28T21:51:00.000Z";"2781";0.0339122171;0.0351234818;0.0322893987;0.0325555062;36148174.99;292101152.79;8972403963.94;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T22:19:00.000Z";"2023-12-27T03:35:00.000Z";"2781";0.0333477123;0.0340075993;0.0321106812;0.0338899528;24106625.09;304076633.63;8972471428.99;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T03:46:00.000Z";"2023-12-26T17:44:00.000Z";"2781";0.0351891577;0.0362148574;0.0319961879;0.0333455008;42749612.04;299196247.02;8972612189.53;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T15:45:00.000Z";"2023-12-25T00:46:00.000Z";"2781";0.0341792464;0.0354989959;0.0338690631;0.0351915051;25052578.79;315761158.42;8972652846.85;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T04:28:00.000Z";"2023-12-24T22:52:00.000Z";"2781";0.0363997715;0.0368736278;0.0336894313;0.0341819483;33874690.77;306704398.66;8972700904.85;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T01:04:00.000Z";"2023-12-23T12:07:00.000Z";"2781";0.0385104624;0.0389627269;0.0357742823;0.0363996471;44101159.12;326605014.88;8972752239.89;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T16:44:00.000Z";"2023-12-22T00:00:00.000Z";"2781";0.0347399508;0.0408881246;0.0347399508;0.0385054196;114126020.58;345500543.28;8972777005.67;"2023-12-22T23:59:59.999Z"
"2023-12-21T00:00:00.000Z";"2023-12-21T23:59:59.999Z";"2023-12-21T12:16:00.000Z";"2023-12-21T16:45:00.000Z";"2781";0.0336594072;0.0351959921;0.0335220551;0.0347502295;38001373.06;311807417.06;8972816061.75;"2023-12-21T23:59:59.999Z"
"2023-12-20T00:00:00.000Z";"2023-12-20T23:59:59.999Z";"2023-12-20T01:16:00.000Z";"2023-12-20T20:10:00.000Z";"2781";0.034504483;0.0348957463;0.0331600253;0.0336615018;30745415.09;302040604.3;8972879656.15;"2023-12-20T23:59:59.999Z"
"2023-12-19T00:00:00.000Z";"2023-12-19T23:59:59.999Z";"2023-12-19T12:48:00.000Z";"2023-12-19T01:10:00.000Z";"2781";0.0336290019;0.0365203043;0.0334613934;0.0345083053;66592157.19;309640211.05;8972918502.79;"2023-12-19T23:59:59.999Z"
"2023-12-18T00:00:00.000Z";"2023-12-18T23:59:59.999Z";"2023-12-18T00:35:00.000Z";"2023-12-18T10:36:00.000Z";"2781";0.0358384646;0.0360771406;0.0314598377;0.0336241797;38250438.64;301708095.37;8972950373.63;"2023-12-18T23:59:59.999Z"
