"model","window","coin","horizon","feature","baseline_logloss","perm_logloss_mean","perm_logloss_sd","importance_logloss"
"RF","Window 1","DAI","depeg_5d","volatility_30d",0.527227948135894,0.59694213768853,0.0142563079013392,0.0697141895526356
"RF","Window 1","DAI","depeg_5d","parkinson_7d",0.527227948135894,0.585069311294109,0.00598699978067928,0.0578413631582149
"RF","Window 1","DAI","depeg_5d","volatility_7d",0.527227948135894,0.558249079326711,0.0039105236533937,0.031021131190817
"RF","Window 1","DAI","depeg_5d","parkinson_daily",0.527227948135894,0.538009286535862,0.00121103432397886,0.0107813383999676
"RF","Window 1","DAI","depeg_5d","intraday_range",0.527227948135894,0.537712601989566,0.00101372809493226,0.0104846538536726
"RF","Window 1","DAI","depeg_5d","V_monthly",0.527227948135894,0.536506373777346,0.00113834793784703,0.00927842564145243
"RF","Window 1","DAI","depeg_5d","dist_from_lower_band",0.527227948135894,0.535111330320345,0.00161792640600143,0.00788338218445117
"RF","Window 1","DAI","depeg_5d","abs_peg_deviation",0.527227948135894,0.532587363900594,0.00114133687254441,0.00535941576469989
"RF","Window 1","DAI","depeg_5d","volatility_3d",0.527227948135894,0.531306850658053,0.00159932897757976,0.00407890252215926
"RF","Window 1","DAI","depeg_5d","pct_low_30d",0.527227948135894,0.53060045561635,0.000449910781195468,0.00337250748045614
"RF","Window 1","DAI","depeg_5d","ma_7d",0.527227948135894,0.530107858705208,0.000685269223556499,0.00287991056931425
"RF","Window 1","DAI","depeg_5d","pct_open_30d",0.527227948135894,0.53000827769722,0.0008634200961677,0.0027803295613259
"RF","Window 1","DAI","depeg_5d","pct_close_3d",0.527227948135894,0.529821462045865,0.000774078303678932,0.00259351390997076
"RF","Window 1","DAI","depeg_5d","pct_low_1d",0.527227948135894,0.529688203390841,0.00066170152844057,0.00246025525494731
"RF","Window 1","DAI","depeg_5d","pct_close_7d",0.527227948135894,0.529667919503881,0.000642374290413659,0.0024399713679869
