timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2020-12-31T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-31T09:50:04.000Z";"2020-12-31T12:09:04.000Z";"2781";0.99825312;1.00396776;0.99677561;0.9983128;162892095.96;244538670.94232115;244951954.49;"2020-12-31T23:59:59.999Z"
"2020-12-30T00:00:00.000Z";"2020-12-30T23:59:59.999Z";"2020-12-30T03:45:04.000Z";"2020-12-30T23:59:03.000Z";"2781";1.0022714;1.0053508;0.99825948;0.99825948;143274448.42;244525610.9045076;244951954.49;"2020-12-30T23:59:59.999Z"
"2020-12-29T00:00:00.000Z";"2020-12-29T23:59:59.999Z";"2020-12-29T08:42:03.000Z";"2020-12-29T16:18:03.000Z";"2781";1.00226569;1.00486764;1.00002008;1.00229421;136099312.74;245513926.00816235;244951954.49;"2020-12-29T23:59:59.999Z"
"2020-12-28T00:00:00.000Z";"2020-12-28T23:59:59.999Z";"2020-12-28T15:55:04.000Z";"2020-12-28T03:46:04.000Z";"2781";0.99921895;1.00454364;0.99688026;1.00226865;144001615.43;245507665.40886068;244951954.49;"2020-12-28T23:59:59.999Z"
"2020-12-27T00:00:00.000Z";"2020-12-27T23:59:59.999Z";"2020-12-27T14:26:04.000Z";"2020-12-27T08:56:03.000Z";"2781";1.00232452;1.00381214;0.99330075;0.99921072;167324898.18;244758617.9753545;244951954.49;"2020-12-27T23:59:59.999Z"
"2020-12-26T00:00:00.000Z";"2020-12-26T23:59:59.999Z";"2020-12-26T13:46:04.000Z";"2020-12-26T14:27:03.000Z";"2781";0.99957558;1.00420619;0.9955068;1.0023366;139237016.37;245524308.52654302;244951954.49;"2020-12-26T23:59:59.999Z"
"2020-12-25T00:00:00.000Z";"2020-12-25T23:59:59.999Z";"2020-12-25T10:56:04.000Z";"2020-12-25T15:07:04.000Z";"2781";1.00095043;1.00469017;0.99546381;0.99956883;134392930.05;244846338.46143907;244951954.49;"2020-12-25T23:59:59.999Z"
"2020-12-24T00:00:00.000Z";"2020-12-24T23:59:59.999Z";"2020-12-24T12:37:03.000Z";"2020-12-24T14:59:03.000Z";"2781";1.00045118;1.00356837;0.9956664;1.00091795;122738172.47;245176807.0648497;244951954.49;"2020-12-24T23:59:59.999Z"
"2020-12-23T00:00:00.000Z";"2020-12-23T23:59:59.999Z";"2020-12-23T13:41:06.000Z";"2020-12-23T06:03:04.000Z";"2781";1.00009424;1.0042397;0.9958883;1.00051073;107644460.61;245077057.92091486;244951954.49;"2020-12-23T23:59:59.999Z"
"2020-12-22T00:00:00.000Z";"2020-12-22T23:59:59.999Z";"2020-12-22T15:16:04.000Z";"2020-12-22T08:30:04.000Z";"2781";0.99884071;1.00402248;0.99544691;1.00008184;132144003.56;244972000.70810723;244951954.49;"2020-12-22T23:59:59.999Z"
"2020-12-21T00:00:00.000Z";"2020-12-21T23:59:59.999Z";"2020-12-21T11:26:03.000Z";"2020-12-21T10:24:03.000Z";"2781";0.99818881;1.00383327;0.99470635;0.99892806;80918621.01;244689379.63314763;244951954.49;"2020-12-21T23:59:59.999Z"
"2020-12-20T00:00:00.000Z";"2020-12-20T23:59:59.999Z";"2020-12-20T12:48:03.000Z";"2020-12-20T15:49:03.000Z";"2781";1.00032577;1.00401765;0.99477243;0.99819448;108709882.5;244509688.0145671;244951954.49;"2020-12-20T23:59:59.999Z"
"2020-12-19T00:00:00.000Z";"2020-12-19T23:59:59.999Z";"2020-12-19T15:56:03.000Z";"2020-12-19T07:17:03.000Z";"2781";0.99917766;1.00449312;0.9951958;1.00033473;127077190.54;245033946.47603145;244951954.49;"2020-12-19T23:59:59.999Z"
"2020-12-18T00:00:00.000Z";"2020-12-18T23:59:59.999Z";"2020-12-18T15:02:03.000Z";"2020-12-18T14:36:03.000Z";"2781";0.99933401;1.00412187;0.99550164;0.99921433;124325195.79;244759504.030161;244951954.49;"2020-12-18T23:59:59.999Z"
"2020-12-17T00:00:00.000Z";"2020-12-17T23:59:59.999Z";"2020-12-17T14:40:04.000Z";"2020-12-17T08:22:03.000Z";"2781";1.00174914;1.00288822;0.9940732;0.99935126;168014502.8;244793045.45492864;244951954.49;"2020-12-17T23:59:59.999Z"
"2020-12-16T00:00:00.000Z";"2020-12-16T23:59:59.999Z";"2020-12-16T12:33:03.000Z";"2020-12-16T16:00:04.000Z";"2781";1.00165881;1.00464976;0.9956291;1.0016904;145715934.02;245366022.2276849;244951954.49;"2020-12-16T23:59:59.999Z"
"2020-12-15T00:00:00.000Z";"2020-12-15T23:59:59.999Z";"2020-12-15T16:03:03.000Z";"2020-12-15T00:10:03.000Z";"2781";1.00013528;1.00203785;0.9991447;1.00168237;67506379.74;245364053.12033704;244951954.49;"2020-12-15T23:59:59.999Z"
"2020-12-14T00:00:00.000Z";"2020-12-14T23:59:59.999Z";"2020-12-14T11:28:03.000Z";"2020-12-14T16:36:03.000Z";"2781";1.00028737;1.00086801;0.99888106;1.0001497;52773129.18;244988624.42144772;244951954.49;"2020-12-14T23:59:59.999Z"
"2020-12-13T00:00:00.000Z";"2020-12-13T23:59:59.999Z";"2020-12-13T18:13:03.000Z";"2020-12-13T00:06:03.000Z";"2781";1.00020147;1.0007712;0.97478797;1.00026833;64924030.16;245017681.64792818;244951954.49;"2020-12-13T23:59:59.999Z"
"2020-12-12T00:00:00.000Z";"2020-12-12T23:59:59.999Z";"2020-12-12T08:09:03.000Z";"2020-12-12T02:44:03.000Z";"2781";1.00034191;1.00093208;0.99940169;1.00021601;54699116.64;245004865.62662947;244951954.49;"2020-12-12T23:59:59.999Z"
"2020-12-11T00:00:00.000Z";"2020-12-11T23:59:59.999Z";"2020-12-11T12:30:04.000Z";"2020-12-11T09:33:03.000Z";"2781";1.00033387;1.00123796;0.99916305;1.00038606;67354226.24;245046519.801633;244951954.49;"2020-12-11T23:59:59.999Z"
"2020-12-10T00:00:00.000Z";"2020-12-10T23:59:59.999Z";"2020-12-10T05:53:03.000Z";"2020-12-10T06:28:03.000Z";"2781";1.00138861;1.00417859;0.99631851;1.00027264;66452183.75;245018737.27817413;244951954.49;"2020-12-10T23:59:59.999Z"
"2020-12-09T00:00:00.000Z";"2020-12-09T23:59:59.999Z";"2020-12-09T10:48:03.000Z";"2020-12-09T11:47:03.000Z";"2781";0.99913544;1.0050332;0.9963995;1.00142308;143648489.89;245300540.77761495;244951954.49;"2020-12-09T23:59:59.999Z"
"2020-12-08T00:00:00.000Z";"2020-12-08T23:59:59.999Z";"2020-12-08T11:04:03.000Z";"2020-12-08T05:08:03.000Z";"2781";1.00289663;1.00459805;0.99576942;0.99916538;130107687.79;244747513.76209962;244951954.49;"2020-12-08T23:59:59.999Z"
"2020-12-07T00:00:00.000Z";"2020-12-07T23:59:59.999Z";"2020-12-07T07:36:03.000Z";"2020-12-07T16:00:05.000Z";"2781";1.00283977;1.00529841;0.99562083;1.00285616;127773545.38;245651576.10235995;244951954.49;"2020-12-07T23:59:59.999Z"
"2020-12-06T00:00:00.000Z";"2020-12-06T23:59:59.999Z";"2020-12-06T15:16:04.000Z";"2020-12-06T11:44:03.000Z";"2781";1.00221091;1.00515892;0.9954218;1.00281856;138105999.15;245642366.66544425;244951954.49;"2020-12-06T23:59:59.999Z"
"2020-12-05T00:00:00.000Z";"2020-12-05T23:59:59.999Z";"2020-12-05T05:13:03.000Z";"2020-12-05T15:23:03.000Z";"2781";0.9987633;1.00418241;0.99511609;1.00221378;135942107.23;245494223.37790722;244951954.49;"2020-12-05T23:59:59.999Z"
"2020-12-04T00:00:00.000Z";"2020-12-04T23:59:59.999Z";"2020-12-04T10:11:07.000Z";"2020-12-04T11:33:03.000Z";"2781";1.00145424;1.00481277;0.99553522;0.99876073;156536069.95;244648392.96888173;244951954.49;"2020-12-04T23:59:59.999Z"
"2020-12-03T00:00:00.000Z";"2020-12-03T23:59:59.999Z";"2020-12-03T10:47:03.000Z";"2020-12-03T13:48:03.000Z";"2781";1.00296269;1.00503495;0.99567926;1.00145126;153158178.37;245307444.1313449;244951954.49;"2020-12-03T23:59:59.999Z"
"2020-12-02T00:00:00.000Z";"2020-12-02T23:59:59.999Z";"2020-12-02T14:26:04.000Z";"2020-12-02T12:45:04.000Z";"2781";0.99784699;1.00509654;0.99610353;1.00293455;157480089.79;245670779.11140817;244951954.49;"2020-12-02T23:59:59.999Z"
"2020-12-01T00:00:00.000Z";"2020-12-01T23:59:59.999Z";"2020-12-01T11:34:03.000Z";"2020-12-01T15:09:03.000Z";"2781";1.00033459;1.00499596;0.99556294;0.99782219;187367280.71;244418495.04832083;244951954.49;"2020-12-01T23:59:59.999Z"
