"date","open","high","low","close","depeg_1d","depeg_3d","depeg_5d","depeg_7d","volume","V_monthly","ThreshD","ThreshU","marketCap","circulatingSupply","log_return","close_lag1d","close_lag7d","abs_peg_deviation","intraday_range","volatility_3d","volatility_7d","volatility_30d","ma_7d","ma_30d","dist_from_ma_7d","ema_7d","rsi_14","bb_pctb","dist_from_lower_band","value","value_classification","pct_open_1d","pct_high_1d","pct_low_1d","pct_close_1d","pct_open_3d","pct_high_3d","pct_low_3d","pct_close_3d","pct_open_7d","pct_high_7d","pct_low_7d","pct_close_7d","pct_open_30d","pct_high_30d","pct_low_30d","pct_close_30d","parkinson_daily","parkinson_7d","rvol","close_dai","close_usdc","close_usdt","close_ust","close_wluna","token_address","token_name","shannon_entropy","entropy_7d_avg","log_diff_entropy","gini_coefficient","gini_7d_avg","log_diff_gini","pin_proxy","pin_7d_avg","log_diff_pin","n_big_players","big_players_vol_pct","big_player_7d_avg","gross_inflow","gross_outflow","net_swap_flow","net_flow_7d_avg","log_diff_net_flow"
2020-11-25,1.00012088,1.00390827,0.99559399,0.99726133,1,1,1,1,185361569.79,5309385724.21,0.994267836438208,1.00573216356179,244281112.691504,244951954.49,-0.00283127307081268,1.00008885,0.99670071,0.00273867000000005,0.00833711260016458,0.00139132234514671,0.00241425184559967,0.00326466256071254,0.998878312857143,0.999055354666667,-0.00161879864276742,0.998835927560681,47.0364128349271,0.302496622649801,0.00232031374851902,94,"Extreme Greed",-0.000105955962830111,0.000115163223895621,0.000362236608036977,-0.00282726879716745,0.00337812634398811,0.000336578250721536,0.00186041651461142,-0.00403156650257596,0.00173666119978211,0.000115501978382247,0.000762930536219589,0.000562475770685365,0.0024961542881242,-0.000541031484729288,0.000111533802647925,-0.00625868062665787,0.00499450577178028,0.0054578362841932,1.13670820594418,1.0012392,1.00005264,1.00005305,0.99957196,0.40699868,7.86821374916006e+47,"PAX",3.26434357239131,3.13803471990277,0.729349311522002,0.669181590633217,0.704822293421131,0.623009787013637,0,0.0225195090424201,0,2,0.435818671155628,0.380095206886358,2891.33489098931,2891.33489098931,0,0,0
2020-11-26,0.99726304,1.00653295,0.99633878,1.00262449,1,1,1,1,181785154.77,5264292640.01,0.99425151601882,1.00574848398118,245594828.293782,244951954.49,0.00536347905780736,0.99726133,0.998405,0.00262449000000009,0.0101674855358859,0.00416964590519316,0.00311779953155464,0.00335141866003221,0.999481097142857,0.99914603,0.00314502481950767,0.999783068170511,54.7525865633844,0.9368100181665,0.0077177665445462,93,"Extreme Greed",-0.00285749458605455,0.00261446197669041,0.000748086074726043,0.00537788826124457,-0.00403065446199961,0.00311332663835662,0.00243372742782019,0.00246254217631144,0.000573316749668257,0.00253492093809262,0.00145103732790338,0.00422623083818701,-0.00625697666240592,0.00194840482045144,0.000861040499561979,0.00272052054425266,0.00611349772348679,0.00555539625526479,1.10800128620375,1.00443507,1.00023493,1.00203454,1.00044145,0.34942642,7.86821374916006e+47,"PAX",1.4841500390533,3.03888698984052,0.374759166131835,0.794546367051625,0.697248408742703,0.782605288048719,0.0769230769230769,0.0282175147404258,6.64669017024627,1,0.46737896165995,0.383995253375348,2141.73097660372,2141.73097660372,0,0,0
2020-11-27,1.0027676,1.00646169,0.99705627,0.99869085,0,0,0,0,168322356.77,5208383930.95,0.994231020400094,1.00576897959991,244631275.997686,244951954.49,-0.00393105972556959,1.00262449,0.99817962,0.00130914999999998,0.00941774924642606,0.00507858156593621,0.00356439998833135,0.00343073017301438,0.99955413,0.999114403666667,-0.000863665082350178,0.999510013627883,49.1021307252043,0.457929319330136,0.00377469243212873,86,"Extreme Greed",0.00551966710808826,-7.07974835795553e-05,0.000720126541696979,-0.00392334322493965,0.00254016373845445,0.00265893553496474,0.00183151997659882,-0.00139787579873529,0.0043619542971099,0.00210816136700202,0.00197431060747015,0.000512162330062373,0.00286403540564471,0.00185557882789254,0.00124512918471358,-0.000949132029218082,0.00563865357858829,0.00556693354236245,1.01943892328361,1.00269751,1.00076925,1.00119989,0.99951533,0.38394561,7.86821374916006e+47,"PAX",2.58115687989976,2.88942917066323,1.00760422057283,0.806188815697687,0.732833019820272,0.700383566883941,0.032258064516129,0.0226217280386483,0.349818763603612,2,0.163196442266289,0.38164058695154,5244.24604573154,5244.24604573154,0,0,0
2020-11-28,0.99871583,1.0055872,0.99643007,1.00069141,0,0,0,0,148324509.91,5136043336.54,0.994204061434464,1.00579593856554,245121316.586595,244951954.49,0.00200117877172682,0.99869085,0.99675371,0.000691409999999948,0.00915080304326781,0.00470611247914669,0.00355920282006462,0.00344416004175215,1.00011665857143,0.999110626666667,0.000574684386711864,0.999805362720912,51.8250915635652,0.682800261717682,0.00563515064845192,87,"Extreme Greed",-0.00404058727066981,-0.000868875595255068,-0.000628048806112037,0.00200318246632572,-0.0014048801780842,0.00167239383335289,0.000839780079427665,0.00343949965451884,0.000537187886083996,0.00231964797081144,0.00212199264234948,0.00395052454833595,-0.000925042515782774,0.00129968481460801,0.00102132437574195,-0.000113218890494585,0.00549391401926116,0.00558342733263595,0.896296883316379,1.00236246,1.00004266,1.00100063,0.99932532,0.3849632,7.86821374916006e+47,"PAX",3.1300966049739,2.81999131997414,0.794179590149929,0.834984689617423,0.757600266253942,0.71078573665569,0.0196078431372549,0.0254228484868276,0.473724602112705,1,0.13162379327198,0.357753033956491,8551.25909353898,8551.25909353898,0,0,0
2020-11-29,1.00071033,1.00499082,0.99570287,1.00371065,0,0,0,0,143867641.36,5075277676.53,0.99418102179417,1.00581897820583,245860885.241777,244951954.49,0.00301261143536054,1.00069141,1.00129813,0.00371064999999992,0.00925361308062232,0.00375120022599442,0.00331121044910006,0.00346855180047534,1.00046130428571,0.999269250333333,0.00324784746832921,1.00078168454068,55.678842360848,0.970608882769718,0.00893291135825453,89,"Extreme Greed",0.00199706457040939,-0.000593066419302028,-0.000729805354027431,0.00301715390961533,0.00345675098918736,-0.00153212073186479,-0.000638246761809233,0.00108331684577128,0.00396949609578586,0.00141527676845098,0.00196998182260418,0.00240939229557937,-9.67918696027723e-05,0.000659555174785797,0.000513348183198291,0.00476370264619532,0.00557608847184738,0.00553434892719245,0.873487650282349,1.00390913,1.00007259,1.00088981,0.99964099,0.38011206,7.86821374916006e+47,"PAX",3.2024070892339,2.80782954987608,0.704615662013768,0.663260844740686,0.763700991865729,0.584583656869579,0.0344827586206897,0.0303489568612118,1.01149080880392,1,0.281393018130353,0.367451203390193,454.678154220483,454.678154220483,0,0,0
2020-11-30,1.00372397,1.00470693,0.99566053,1.00032731,0,0,0,0,175564148.3,5046052904.88,0.994169809660583,1.00583019033942,245032129.643453,244951954.49,-0.00337652607581741,1.00371065,1.00016155,0.000327310000000081,0.00904343999165634,0.003434234111538,0.00357582341418867,0.00352814814721343,1.00048498428571,0.999314230666667,-0.000157597853231836,1.00066809090551,50.7769679100177,0.590523058710675,0.00542263565935801,88,"Extreme Greed",0.00301150084060793,-0.000282480192207082,-4.25227256802319e-05,-0.00337083202215683,0.000953730455591035,-0.00174349408172712,-0.00139986081226888,0.00163860517997142,0.00242189412905904,0.00129351041007701,0.00175132833900031,0.000165733225797387,0.00477703662100104,0.000330284937342226,0.000451773579815613,0.00135079064311644,0.00543195590430265,0.00549474154920907,1.0582082642275,1.00644711,1.00019227,1.00037696,0.99770842,0.39824063,7.86821374916006e+47,"PAX",2.79881755129014,2.78586568080101,0.628046249839386,0.703110494981185,0.749316059965079,0.722667928981385,0,0.0276535390714544,0,1,0.216097869917975,0.286597086741231,5285.39826729537,5285.39826729537,0,0,0
2020-12-01,1.00033459,1.00499596,0.99556294,0.99782219,0,0,0,0,187367280.71,5032793857.16,0.994164694212596,1.0058353057874,244418495.048321,244951954.49,-0.0025074413226124,1.00032731,1.00008885,0.00217780999999994,0.00945360816239215,0.00346524094630756,0.00370291505979904,0.003487961810743,1.00016117571429,0.999152063666667,-0.00233860878734385,0.999956615679135,47.4462241914355,0.335149067549996,0.00287779446118039,95,"Extreme Greed",-0.00337680487993128,0.000287675929537008,-9.80153346040349e-05,-0.00250430031746312,0.00162084143594685,-0.000587954977947096,-0.000870236684045412,-0.00286723756327627,0.0001077055659154,0.0011987435612576,0.000331037898765226,-0.00226645862515113,0.00135807809161749,0.000718189953406121,0.000766767066060748,-0.00485197178142889,0.00566356515371605,0.00556740931791349,1.11812540416725,1.00468244,1.00022674,1.00132273,0.99996315,0.38902112,7.86821374916006e+47,"PAX",3.43860133810295,2.84279615356361,0.801349735821181,0.755971870281219,0.746749239000435,0.729975263174511,0,0.0233245347424501,0,1,0.119917779672597,0.259346648010682,10964.2265535402,10964.2265535402,0,0,0
2020-12-02,0.99784699,1.00509654,0.99610353,1.00293455,0,0,0,0,157480089.79,4973571097,0.994141624253696,1.0058583757463,245670779.111408,244951954.49,0.00511043749020474,0.99782219,0.99726133,0.00293454999999998,0.00896669677996443,0.00466933143833263,0.0040105777211968,0.0033807703794537,1.00097163571429,0.999387665333333,0.00196100889943154,1.00070109925935,54.0679055751925,0.88184138852985,0.00796878556932621,92,"Extreme Greed",-0.00248676795231087,0.000100080004301726,0.000542999320565259,0.00512351804884187,-0.00286130752742404,0.00010519499073642,0.000402389118352086,-0.000773230811090772,-0.00227361516539892,0.00118364399966553,0.00051179497377231,0.00568879974519822,-0.00481792845482505,0.000932580390967284,0.0012386728931476,0.00709738704936856,0.005397650493456,0.00562090318794166,0.940231791456312,1.0037464,1.00005216,1.00067079,0.99985995,0.40816157,7.86821374916006e+47,"PAX",3.29824189652278,2.84763877129668,0.672512413916143,0.749897395141384,0.758280068215887,0.689055561895122,0.0857142857142857,0.0355694327016337,6.75477058579485,2,0.24367610589926,0.231897710116915,4881.51598160267,4881.51598160267,0,0,0
2020-12-03,1.00296269,1.00503495,0.99567926,1.00145126,0,0,0,0,153158178.37,4902623060.41,0.99411349976839,1.00588650023161,245307444.131345,244951954.49,-0.0014800446734016,1.00293455,1.00262449,0.00145126000000006,0.00934213213731442,0.00413364400641031,0.00351978288135297,0.00327136372649217,1.00080403142857,0.999407591666667,0.000646708597391085,1.00088863944451,52.0199360318614,0.717123040392909,0.00647699227621949,92,"Extreme Greed",0.00512673791800479,-6.12776957724437e-05,-0.000425929621994216,-0.00147894994743168,-0.000758455534343856,0.000326483266120185,1.88116325149163e-05,0.00112358224029691,0.00571529252703474,-0.00148827715972935,-0.000661943520857458,-0.0011701589295909,0.00712568430108584,0.000588225859575295,0.000436756962795929,0.000597280239234263,0.00561669965705771,0.00554635439030519,0.916338735345315,1.00366453,0.99998822,1.00083972,0.99979456,0.5024722,7.86821374916006e+47,"PAX",3.00684459884593,3.06516656555277,0.64795266134338,0.734012242083584,0.749632336077595,0.682433184413642,0.0769230769230769,0.0355694327016337,0.639952136347467,1,0.281120531170539,0.205289362904142,1192.66325443428,1192.66325443428,0,0,0
2020-12-04,1.00145424,1.00481277,0.99553522,0.99876073,0,0,0,0,156536069.95,4904175462.04,0.994114120951775,1.00588587904822,244648392.968882,244951954.49,-0.00269024647003464,1.00145126,0.99869085,0.00123927000000001,0.0092890616554377,0.00419820822464622,0.00332446899836997,0.0032969231187503,1.00081401428571,0.999290940333333,-0.00205161424241217,1.00035666208338,48.4360889658818,0.407757038464683,0.00360001106587499,92,"Extreme Greed",-0.00150399413162617,-0.000221066939015365,-0.000144665060111728,-0.00268663099989517,0.00111927550160983,-0.000182279339709982,-2.78435434729554e-05,0.00094058842287315,-0.0013097351769245,-0.00163833359618492,-0.0015255407801607,6.99716033244588e-05,0.000612374778480103,0.000606241373391117,0.000397310995005542,-0.00349164793292672,0.00557080726046405,0.0055365513829706,0.932639173573598,1.00360458,1.00005416,1.00023672,1.00069198,0.45094279,7.86821374916006e+47,"PAX",3.71779089684324,3.22754285368755,0.804868113443577,0.617024251616137,0.722608826923088,0.610039429169162,0.024390243902439,0.0344454583282495,0.275099374364628,1,0.252985959614038,0.218116436810963,2188.42834744179,2188.42834744179,0,0,0
