timestamp,open,high,low,close,stablecoin,date,usdc_events_positive,ustc_events_positive,ustc_events_negative,lunaterra_events_negative,usdt_events_positive,unknown_events_negative,dai_events_positive,usdc_events_negative,dai_events_negative,unknown_events_positive,lunaterra_events_positive,log_return,close_lag1d,close_lag7d,close_lag30d,volatility_7d,volatility_30d,peg_deviation,abs_peg_deviation,ma_7d,ma_30d,dist_from_ma_7d,dist_from_ma_30d,intraday_range,sma_7d,sma_30d,ema_7d,ema_30d,rsi_14d,bb,bb_up,bb_dn,bb_pctb,dist_from_lower_band
2022-05-02T00:00:00Z,0.9995,1,0.999,1,DAI,2022-05-02,0,0,0,0,0,0,0,0,0,0,0,4.0008002133967057e-4,0.9996,0.9994,1,2.6733770647500586e-4,4.670711482800708e-4,0,0,0.9998142857142859,0.9996533333333335,1.8571428571412252e-4,3.4666666666649526e-4,0.0010000000000000009,0.9998142857142857,0.9996533333333335,0.9997722422521139,0.9996756989247311,52.48714852333383,,1.0002753639490691,0.9992446360509312,0.7328451577117666,7.553639490688324e-4
2022-05-03T00:00:00Z,1,1,0.9989,0.9993,DAI,2022-05-03,0,0,0,0,0,0,0,0,0,0,0,-7.002451143934259e-4,1,0.9999,0.999,3.339097974951296e-4,4.477085514919015e-4,-7.000000000000339e-4,7.000000000000339e-4,0.9997285714285715,0.9996633333333336,-4.2857142857155583e-4,-3.633333333336042e-4,0.0010999999999999899,0.9997285714285713,0.9996633333333337,0.9996541816890854,0.9996514602844259,44.670036219125585,,1.000264907399468,0.9991850926005326,0.10641398838085962,1.1490739946740103e-4
2022-05-04T00:00:00Z,0.9994,1,0.9987,0.9999,DAI,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,6.002401140601282e-4,0.9993,0.9999,0.9995,4.244079118375055e-4,4.518325444580133e-4,-9.999999999998899e-5,9.999999999998899e-5,0.9997285714285715,0.9996766666666669,1.714285714284891e-4,2.233333333331311e-4,0.0012999999999999678,0.9997285714285713,0.999676666666667,0.999715636266814,0.9996674951047856,51.35730655746549,,1.0002514132102238,0.9991885867897768,0.6693597341360609,7.114132102231663e-4
2022-05-05T00:00:00Z,1,1,0.999,1,DAI,2022-05-05,0,0,0,0,0,0,0,0,0,0,0,1.0000500033327544e-4,0.9999,0.9998,0.9999,4.232837945556323e-4,4.462616720992533e-4,0,0,0.9997571428571429,0.9996800000000001,2.4285714285710025e-4,3.1999999999987594e-4,0.0010000000000000009,0.9997571428571427,0.9996800000000002,0.9997867272001105,0.9996889470335091,52.39011332510933,,1.0002514132102238,0.9991885867897768,0.763448475322918,8.114132102231553e-4
2022-05-06T00:00:00Z,1,1,0.9986,0.9998,DAI,2022-05-06,0,0,0,0,0,0,0,0,0,0,0,-2.000200026670447e-4,1,0.9997,0.9991,4.2998142726779104e-4,4.2176494609179755e-4,-1.9999999999997797e-4,1.9999999999997797e-4,0.9997714285714286,0.9997033333333334,2.8571428571377844e-5,9.666666666663382e-5,0.0013999999999999568,0.9997714285714284,0.9997033333333337,0.9997900454000829,0.9996961117410247,50.09900693425366,,1.0002273006862554,0.9991926993137452,0.5869900257152548,6.07300686254808e-4
2022-05-07T00:00:00Z,0.9997,1,0.9986,1,DAI,2022-05-07,0,0,1,0,0,0,0,0,0,0,0,2.0002000266702272e-4,0.9998,0.9998,0.9995,4.3493697312555764e-4,4.171529942950655e-4,0,0,0.9997999999999999,0.99972,2.00000000000089e-4,2.7999999999994696e-4,0.0013999999999999568,0.9997999999999999,0.9997200000000003,0.9998425340500622,0.9997157174351521,52.34342338898457,,1.0002574471804793,0.9991925528195214,0.7582415778334286,8.074471804786487e-4
2022-05-08T00:00:00Z,1,1,0.999,0.9995,DAI,2022-05-08,0,0,1,0,0,0,0,0,0,0,0,-5.001250416822429e-4,1,0.9996,0.9997,4.7423757066184153e-4,4.2603133031675805e-4,-4.999999999999449e-4,4.999999999999449e-4,0.9997857142857143,0.9997133333333335,-2.857142857142225e-4,-2.1333333333339866e-4,0.0010000000000000009,0.9997857142857143,0.9997133333333337,0.9997569005375466,0.9997018001812714,46.6896364306189,,1.000256387107346,0.9991736128926548,0.30143598075829886,3.2638710734522736e-4
2022-05-09T00:00:00Z,0.9995,1,0.9987,0.9996,DAI,2022-05-09,0,0,1,0,0,0,0,0,0,0,0,1.0004502034262205e-4,0.9995,1,0.9994,4.430794120187748e-4,4.227784053525378e-4,-3.9999999999995595e-4,3.9999999999995595e-4,0.9997285714285714,0.99972,-1.2857142857136683e-4,-1.2000000000000899e-4,0.0012999999999999678,0.9997285714285714,0.9997200000000003,0.99971767540316,0.999695232427641,47.90167313471894,,1.0002366563146003,0.9991633436854004,0.40683050093721423,4.3665631459965937e-4
2022-05-10T00:00:00Z,0.9995,1,0.9965,0.9983,DAI,2022-05-10,0,0,0,0,0,0,0,0,0,0,0,-0.0013013666184179225,0.9996,0.9993,1,6.1383951410256e-4,4.7057126286829243e-4,-0.0017000000000000348,0.0017000000000000348,0.9995857142857142,0.9996633333333335,-0.0012857142857142234,-0.001363333333333494,0.0034999999999999476,0.9995857142857142,0.9996633333333337,0.99936325655237,0.9996052174323095,36.33603301438442,,1.00042399004969,0.9988160099503107,-0.3209056819235074,-5.160099503107585e-4
2022-05-11T00:00:00Z,0.9988,1,0.9981,0.9999,DAI,2022-05-11,0,0,0,0,0,0,0,0,0,0,0,0.001601441639424155,0.9983,0.9999,0.9994,8.76386659952153e-4,5.481706090079032e-4,-9.999999999998899e-5,9.999999999998899e-5,0.9995857142857142,0.99968,3.142857142858224e-4,2.1999999999999797e-4,0.0019000000000000128,0.9995857142857142,0.9996800000000002,0.9994974424142775,0.9996242356624832,51.770538466804425,,1.0004480805618143,0.9988219194381861,0.6629604816824882,0.00107808056181391
2022-05-12T00:00:00Z,0.9999,1,0.9942,1,DAI,2022-05-12,0,0,1,1,0,0,0,0,0,0,0,1.0000500033327544e-4,0.9999,1,0.9989,8.76386659952153e-4,5.395328871529921e-4,0,0,0.9995857142857142,0.9997166666666667,4.142857142858114e-4,2.8333333333330213e-4,0.005800000000000027,0.9995857142857142,0.9997166666666669,0.9996230818107081,0.9996484785229682,52.5449049904338,,1.000483190799273,0.9988268092007275,0.7082853373296656,0.0011731907992724722
2022-05-13T00:00:00Z,1,1.01,0.9957,1,DAI,2022-05-13,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9998,1,8.720280993374618e-4,5.007174767655589e-4,0,0,0.9996142857142856,0.9997166666666667,3.8571428571443356e-4,2.8333333333330213e-4,0.01429999999999998,0.9996142857142856,0.9997166666666669,0.9997173113580311,0.999671157327938,52.54490499043381,,1.0005047023282094,0.998825297671791,0.6994754502552321,0.001174702328209043
2022-05-14T00:00:00Z,1,1,0.9988,0.9997,DAI,2022-05-14,0,0,0,1,0,0,0,0,0,0,0,-3.0004500900199243e-4,1,1,1,8.761156192615883e-4,5.03705163549109e-4,-2.9999999999996696e-4,2.9999999999996696e-4,0.9995714285714284,0.9997066666666667,1.2857142857158887e-4,-6.666666666710341e-6,0.0011999999999999789,0.9995714285714284,0.999706666666667,0.9997129835185232,0.9996730181454905,49.76488582375575,,1.0004678237017821,0.9989421762982186,0.49672270277612535,7.578237017814571e-4
2022-05-15T00:00:00Z,0.9996,1,0.9981,1,DAI,2022-05-15,0,0,0,0,0,0,0,0,0,0,0,3.000450090019606e-4,0.9997,0.9995,1,8.585357952166458e-4,5.068794241941216e-4,0,0,0.9996428571428569,0.9997066666666667,3.571428571430557e-4,2.933333333332566e-4,0.0019000000000000128,0.9996428571428569,0.999706666666667,0.9997847376388924,0.9996941137490072,52.47285424716308,,1.0004946709814126,0.9989753290185879,0.6744176139958957,0.0010246709814121235
2022-05-16T00:00:00Z,1,1,0.9993,1,DAI,2022-05-16,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9996,1,8.58813049688524e-4,5.068794241941216e-4,0,0,0.9996999999999998,0.9997066666666667,3.00000000000189e-4,2.933333333332566e-4,7.000000000000339e-4,0.9996999999999998,0.999706666666667,0.9998385532291694,0.9997138483458454,52.47285424716308,,1.0005052450587886,0.9989747549412119,0.6698802213838773,0.0010252450587880935
2022-05-17T00:00:00Z,1,1,0.9985,0.9997,DAI,2022-05-17,0,0,0,0,0,0,0,0,0,0,0,-3.0004500900199243e-4,1,0.9983,0.9997,6.537247654657294e-4,5.068794241941216e-4,-2.9999999999996696e-4,2.9999999999996696e-4,0.9998999999999999,0.9997066666666667,-1.9999999999986695e-4,-6.666666666710341e-6,0.0014999999999999458,0.9998999999999997,0.999706666666667,0.9998039149218769,0.999712954904178,49.38537581823128,,1.00049183987819,0.9989681601218106,0.4803108232720213,7.318398781894775e-4
2022-05-18T00:00:00Z,0.9998,1,0.9988,1,DAI,2022-05-18,0,0,0,0,0,0,0,0,0,0,0,3.000450090019606e-4,0.9997,0.9999,0.9997,2.478844877158299e-4,5.098310023124632e-4,0,0,0.9999142857142855,0.9997166666666667,8.57142857144666e-5,2.8333333333330213e-4,0.0011999999999999789,0.9999142857142854,0.9997166666666669,0.9998529361914077,0.9997314739426182,52.40148677703815,,1.0005104544113705,0.9989695455886299,0.6687315927864789,0.001030454411370063
2022-05-19T00:00:00Z,1,1,0.9988,0.999,DAI,2022-05-19,0,0,0,0,0,0,0,0,0,0,0,-0.0010005003335835344,1,1,0.9999,4.5057533889779783e-4,5.405890134095944e-4,-0.0010000000000000009,0.0010000000000000009,0.9997714285714283,0.9996866666666667,-7.71428571428312e-4,-6.866666666667243e-4,0.0011999999999999789,0.9997714285714282,0.999686666666667,0.9996397021435558,0.9996842820753525,43.16745838136328,,1.0005404040938375,0.998869595906163,0.0780485125695506,1.3040409383702212e-4
2022-05-20T00:00:00Z,0.9991,1,0.9989,1,DAI,2022-05-20,0,0,0,0,0,0,0,0,0,0,0,0.001000500333583622,0.999,1,0.9999,6.274432065546766e-4,5.724284397426628e-4,0,0,0.9997714285714283,0.99969,2.2857142857168888e-4,3.1000000000003247e-4,0.0010999999999999899,0.9997714285714282,0.9996900000000003,0.9997297766076668,0.9997046509737169,52.23241210170276,,1.000559452485342,0.9988705475146583,0.6687483931582202,0.0011294524853416865
2022-05-21T00:00:00Z,1,1,0.9994,0.9999,DAI,2022-05-21,0,0,0,0,0,0,0,0,0,0,0,-1.0000500033334732e-4,1,0.9997,0.9996,6.159501177343502e-4,5.699317287632843e-4,-9.999999999998899e-5,9.999999999998899e-5,0.9997999999999997,0.9997,1.0000000000032205e-4,1.9999999999997797e-4,6.000000000000449e-4,0.9997999999999997,0.9997000000000003,0.9997723324557501,0.999717254136703,51.35035510913414,,1.0005764041587801,0.9988835958412201,0.6004248373761104,0.0010164041587799044
2022-05-22T00:00:00Z,0.9999,1,0.9995,1,DAI,2022-05-22,0,0,0,0,0,0,0,0,0,0,0,1.0000500033327544e-4,0.9999,1,0.9996,6.05813206915441e-4,5.701636220489781e-4,0,0,0.9997999999999997,0.9997133333333333,2.0000000000031104e-4,2.866666666666573e-4,4.999999999999449e-4,0.9997999999999997,0.9997133333333336,0.9998292493418126,0.9997354958053029,52.21930299173119,,1.0005764041587801,0.9988835958412201,0.6594982711267945,0.0011164041587798934
2022-05-23T00:00:00Z,1,1,0.9996,1,DAI,2022-05-23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9998,6.05813206915441e-4,5.690732931906068e-4,0,0,0.9997999999999997,0.9997199999999999,2.0000000000031104e-4,2.80000000000058e-4,3.9999999999995595e-4,0.9997999999999997,0.9997200000000002,0.9998719370063595,0.9997525605920576,52.219302991731176,,1.0005951204731844,0.9989348795268156,0.6415457199233393,0.001065120473184411
2022-05-24T00:00:00Z,1,1,0.9991,0.9998,DAI,2022-05-24,0,0,0,0,0,0,0,0,0,0,0,-2.000200026670447e-4,1,0.9997,0.9989,5.986943513589008e-4,5.443990772519381e-4,-1.9999999999997797e-4,1.9999999999997797e-4,0.9998142857142854,0.99975,-1.4285714285411366e-5,4.999999999999449e-5,9.000000000000119e-4,0.9998142857142855,0.9997500000000002,0.9998539527547696,0.9997556211990217,50.14193008080067,,1.0005880096617794,0.9989319903382206,0.5241543075198412,8.680096617794675e-4
